ENSEMBL ID,Gene Symbols,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000012686,Pomc,3.439155094,2.570501894,0.954980925,2.691678782,0.007109338,0.013883857
ENSRNOG00000012719,Tdrd12,8.751080293,2.93056361,0.561389793,5.220193963,1.79E-07,5.29E-07
ENSRNOG00000012795,Cables1,1189.163411,6.402673739,0.114661535,55.83976984,0,0
ENSRNOG00000012818,Ksr1,667.4154036,2.92517065,0.126996916,23.03339904,2.16E-117,4.96E-116
ENSRNOG00000012956,Tgm2,1762.365921,5.987510489,0.089400465,66.97404196,0,0
ENSRNOG00000012961,unkown,3.489522711,2.68472552,1.163250753,2.307950812,0.021001872,0.038066531
ENSRNOG00000013017,Arnt2,317.8230917,4.189914929,0.119484065,35.06672571,2.17E-269,1.52E-267
ENSRNOG00000013024,Csgalnact1,2319.398903,3.735967276,0.06166972,60.58025335,0,0
ENSRNOG00000013042,Htr1b,5.029471511,5.773418314,1.236975498,4.667366752,3.05E-06,8.27E-06
ENSRNOG00000013116,Spink5,3.305821827,5.998217845,1.415925808,4.236251512,2.27E-05,5.75E-05
ENSRNOG00000013172,Nr1h3,160.4102563,2.587050348,0.125083817,20.68253448,4.98E-95,9.13E-94
ENSRNOG00000013179,Tinagl1,353.4223891,2.111185744,0.096842618,21.8001721,2.31E-105,4.76E-104
ENSRNOG00000013279,LOC681458,12.69939622,2.199909521,0.458139361,4.80183479,1.57E-06,4.35E-06
ENSRNOG00000013309,Pik3ap1,10.50238549,2.711889778,0.612008434,4.431131379,9.37E-06,2.45E-05
ENSRNOG00000013328,Rbpms,37.57299351,5.436741506,0.418978196,12.97619199,1.67E-38,1.38E-37
ENSRNOG00000013426,Mrgprf,147.3745759,3.60975623,0.184040535,19.61391944,1.18E-85,1.96E-84
ENSRNOG00000013541,Sh2d4a,26.27146088,4.087958865,0.397872879,10.2745351,9.18E-25,5.44E-24
ENSRNOG00000013552,Scd,128.4350868,2.511558522,0.172314755,14.57541187,4.03E-48,3.97E-47
ENSRNOG00000013555,Ankrd55,13.61044582,5.469155318,0.682467454,8.013796534,1.11E-15,4.91E-15
ENSRNOG00000013566,LOC690206,1.546766383,3.813038054,1.701308686,2.241238222,0.025010648,0.044788742
ENSRNOG00000013707,Spata13,751.5895116,3.198699294,0.09695362,32.99205621,1.06E-238,6.12E-237
ENSRNOG00000013742,Large1,5438.130897,2.092095694,0.054704617,38.24349429,0,0
ENSRNOG00000013862,Dusp2,27.19972878,2.60359572,0.331974578,7.842756325,4.41E-15,1.90E-14
ENSRNOG00000013886,Fyb1,3.705651964,2.423158992,0.880290726,2.752680361,0.005910958,0.011646859
ENSRNOG00000013963,Il6st,7148.346593,2.055612978,0.135270031,15.19636661,3.74E-52,3.96E-51
ENSRNOG00000014030,Synm,813.8761217,4.424220485,0.10201134,43.3698889,0,0
ENSRNOG00000014037,Dcun1d3,910.4316417,2.243235986,0.085305379,26.2965361,2.10E-152,6.71E-151
ENSRNOG00000014090,Retsat,3271.693683,2.030285993,0.042984844,47.23260145,0,0
ENSRNOG00000014149,Npy1r,86.80271003,2.164309088,0.229981889,9.410780534,4.92E-21,2.60E-20
ENSRNOG00000014182,Tns1,9063.622426,2.548345686,0.179341137,14.20948769,8.00E-46,7.58E-45
ENSRNOG00000014215,Klf9,2002.51267,3.203492079,0.090630635,35.34668042,1.13E-273,8.06E-272
ENSRNOG00000014314,Slc39a4,16.43576339,2.100396255,0.34634877,6.064396453,1.32E-09,4.45E-09
ENSRNOG00000014378,Il1r2,36.79413214,7.621672917,0.753424302,10.11604338,4.69E-24,2.72E-23
ENSRNOG00000014398,Scara5,1917.042424,7.736331509,0.120778661,64.05379413,0,0
ENSRNOG00000014532,Lbp,216.6777779,6.854921037,0.273465822,25.06682918,1.14E-138,3.25E-137
ENSRNOG00000014549,Arhgef26,37.568002,2.556633838,0.310999153,8.220709982,2.02E-16,9.20E-16
ENSRNOG00000014684,Npr1,9.216683766,2.401894581,0.51265865,4.685173225,2.80E-06,7.61E-06
ENSRNOG00000014723,Cbfa2t3,2.474035876,2.490001653,0.978389635,2.545000034,0.010927773,0.020689148
ENSRNOG00000014851,Col4a4,26.38972432,3.16295251,0.373690298,8.464101218,2.58E-17,1.21E-16
ENSRNOG00000014867,Synpo2,70.77250857,3.81059568,0.218386083,17.44889428,3.51E-68,4.69E-67
ENSRNOG00000014907,Aldh8a1,12.21739468,3.002552785,0.51972681,5.777175099,7.60E-09,2.44E-08
ENSRNOG00000014956,Slc11a1,24.81654415,2.44555883,0.353918088,6.90995717,4.85E-12,1.84E-11
ENSRNOG00000015033,Mxd4,5509.823832,2.724491512,0.040564982,67.16363118,0,0
ENSRNOG00000015035,Myo7b,2.745632668,5.529801246,1.456245241,3.797300819,0.00014628,0.000345649
ENSRNOG00000015036,Ccn2,125266.2654,2.003795969,0.03246086,61.72960269,0,0
ENSRNOG00000015051,Golga7b,3.223354315,3.701414987,0.974824694,3.79700577,0.000146454,0.000346017
ENSRNOG00000015075,Stc1,280.2548071,5.986827214,0.184118067,32.51623976,6.29E-232,3.52E-230
ENSRNOG00000015078,Ifitm3,5228.651036,2.440583111,0.0707407,34.50040947,7.91E-261,5.31E-259
ENSRNOG00000015084,Necab2,16.87217998,6.845726167,0.903134911,7.579959633,3.46E-14,1.44E-13
ENSRNOG00000015156,Gal,1.500341524,4.241252076,1.627326786,2.606269442,0.009153442,0.017565121
ENSRNOG00000015159,Slc9a3,7.833478489,5.279669249,0.885117577,5.964935493,2.45E-09,8.10E-09
ENSRNOG00000015184,Clic3,7.565284227,2.721916653,0.645721276,4.215312012,2.49E-05,6.30E-05
ENSRNOG00000015222,unkown,219.7211243,7.213983537,0.280668022,25.7029051,1.08E-145,3.25E-144
ENSRNOG00000015310,Lrrc32,644.3769131,6.239380931,0.127465591,48.94953137,0,0
ENSRNOG00000015354,Aox1,540.6900025,2.155163739,0.118420708,18.19921344,5.24E-74,7.54E-73
ENSRNOG00000015365,Col4a3,403.8465781,3.06338115,0.16142838,18.9767199,2.66E-80,4.11E-79
ENSRNOG00000015406,Pgm5,2761.750394,2.665526342,0.049625195,53.71316636,0,0
ENSRNOG00000015410,Aspn,1452.95311,2.681267668,0.066523805,40.30538652,0,0
ENSRNOG00000015411,Apobec1,9.902628971,5.126330963,0.778074393,6.588484354,4.44E-11,1.61E-10
ENSRNOG00000015505,Mfap5,4309.548805,4.54879902,0.067460112,67.42946118,0,0
ENSRNOG00000015566,Atp6v1e2,12.18886415,2.836258923,0.522690135,5.426272155,5.75E-08,1.75E-07
ENSRNOG00000015577,Lpar6,168.0890775,2.831267814,0.13701891,20.66333634,7.41E-95,1.35E-93
ENSRNOG00000015654,Ghr,353.0695766,2.13687236,0.101556179,21.04128361,2.75E-98,5.22E-97
ENSRNOG00000015658,Sorbs1,1680.682546,2.247174495,0.145691133,15.42423653,1.12E-53,1.22E-52
ENSRNOG00000015695,Sult5a1,136.3627686,2.366531328,0.136919949,17.28405063,6.20E-67,8.14E-66
ENSRNOG00000015724,Gucy2g,1.82996369,2.932445966,1.207437171,2.428653047,0.015155027,0.028093861
ENSRNOG00000015736,Dhrs3,722.3013314,3.616371253,0.083951658,43.07682933,0,0
ENSRNOG00000015880,Dpep1,913.9645792,5.90271235,0.105953851,55.71022001,0,0
ENSRNOG00000015904,Wfdc1,2847.047061,3.860116594,0.05640053,68.44113995,0,0
ENSRNOG00000015972,Ano5,71.16948874,2.567583023,0.199388152,12.87730989,6.04E-38,4.95E-37
ENSRNOG00000016021,Lims2,1474.010362,4.708829567,0.073928683,63.69421649,0,0
ENSRNOG00000016091,Tmem169,70.06745564,4.818677663,0.295424453,16.31103183,8.24E-60,9.80E-59
ENSRNOG00000016099,Id4,875.2059883,2.215451024,0.085649606,25.86644737,1.59E-147,4.84E-146
ENSRNOG00000016281,Col4a1,2012.600969,3.57072858,0.108974562,32.76662461,1.76E-235,1.00E-233
ENSRNOG00000016331,unkown,1.027861775,3.760005527,1.618318134,2.323403198,0.020157502,0.036653576
ENSRNOG00000016351,Frrs1,1072.534638,2.511846968,0.057135727,43.96280729,0,0
ENSRNOG00000016366,Colec12,778.519073,2.837984392,0.088098212,32.21387051,1.13E-227,6.21E-226
ENSRNOG00000016378,Map3k8,35.05175772,2.191127567,0.311111182,7.042908427,1.88E-12,7.28E-12
ENSRNOG00000016413,Pstpip1,5.476506992,2.9960534,0.724191809,4.137099267,3.52E-05,8.78E-05
ENSRNOG00000016494,Tmem204,676.2888366,3.446807191,0.087959231,39.18641821,0,0
ENSRNOG00000016538,Itga8,3091.209013,4.113440528,0.094203707,43.66537877,0,0
ENSRNOG00000016623,Tmeff2,935.8951267,3.711671595,0.070720989,52.48331015,0,0
ENSRNOG00000016625,Slc22a2,9.834924702,2.769389622,0.557245674,4.969782179,6.70E-07,1.90E-06
ENSRNOG00000016628,Scgn,4.634953187,2.864220911,0.803789975,3.563394669,0.00036609,0.000833484
ENSRNOG00000016695,Mmp2,15898.23993,2.096107953,0.026845097,78.08159369,0,0
ENSRNOG00000016752,Crispld2,19339.82403,7.90038626,0.061232427,129.0229157,0,0
ENSRNOG00000016756,Ptgir,97.09684268,3.569597422,0.183985792,19.40148416,7.50E-84,1.22E-82
ENSRNOG00000016769,Rab38,3.247707332,5.364117757,1.350451586,3.972091865,7.12E-05,0.000173169
ENSRNOG00000016950,Otud1,164.8322896,2.521604505,0.136155541,18.52002854,1.42E-76,2.12E-75
ENSRNOG00000017048,Prl8a2,1.815018237,6.195793461,2.499304024,2.479007516,0.013174853,0.024636011
ENSRNOG00000017072,Slc16a14,840.9260066,2.318591844,0.087323822,26.55165327,2.46E-155,8.05E-154
ENSRNOG00000017073,Ca9,474.9929612,2.752029886,0.095254613,28.89130314,1.54E-183,6.27E-182
ENSRNOG00000017089,Prl6a1,3.154632831,4.467123065,1.278630634,3.493677491,0.000476416,0.001071721
ENSRNOG00000017198,Hif3a,54.16937607,9.233329202,1.036922596,8.9045501,5.36E-19,2.66E-18
ENSRNOG00000017212,Spsb1,1789.130078,2.138965358,0.047140317,45.37443712,0,0
ENSRNOG00000017226,Slc2a4,22.00035966,2.547338652,0.39245381,6.490798625,8.54E-11,3.05E-10
ENSRNOG00000017307,Prss23,42223.44299,2.170098526,0.029952579,72.45114125,0,0
ENSRNOG00000017311,Me3,135.2042259,3.054446251,0.173733188,17.58124795,3.43E-69,4.65E-68
ENSRNOG00000017477,Mmp23,232.0742826,2.783652274,0.115707971,24.05756709,6.96E-128,1.77E-126
ENSRNOG00000017484,Gja5,1915.81174,6.299067632,0.091738419,68.663355,0,0
ENSRNOG00000017525,Epha1,43.89625478,2.701428005,0.255586941,10.56950717,4.13E-26,2.55E-25
ENSRNOG00000017625,Htr2b,23.6195311,5.465983937,0.640297999,8.536625043,1.38E-17,6.54E-17
ENSRNOG00000017684,Fbxl22,180.4963258,2.386777701,0.149665452,15.94741922,2.97E-57,3.43E-56
ENSRNOG00000017693,Slc2a5,38.55557264,3.257446305,0.318838077,10.21661633,1.67E-24,9.81E-24
ENSRNOG00000017767,Irag1,1308.913328,3.205174741,0.113662682,28.19900679,6.01E-175,2.30E-173
ENSRNOG00000017783,Sfrp1,7.384993567,4.136250527,0.701608479,5.895382758,3.74E-09,1.22E-08
ENSRNOG00000017808,Klf15,436.9247914,7.51396616,0.219130629,34.28989461,1.11E-257,7.35E-256
ENSRNOG00000017819,Cd14,642.5102213,3.167957822,0.101831304,31.10986204,1.77E-212,8.94E-211
ENSRNOG00000017933,Ccdc3,1.227334324,4.998610929,1.943067506,2.572535908,0.010095648,0.019232751
ENSRNOG00000017959,Cfap100,238.7249456,3.821289313,0.130391596,29.30625472,8.63E-189,3.72E-187
ENSRNOG00000018126,Abca1,745.9993195,2.775497891,0.129210976,21.48035694,2.38E-102,4.75E-101
ENSRNOG00000018233,Gas6,16861.36549,3.617513683,0.03512928,102.9771653,0,0
ENSRNOG00000018266,Slc23a3,9.10759467,2.104501982,0.546785787,3.848860071,0.000118669,0.000282588
ENSRNOG00000018282,Gda,5111.485389,3.299291261,0.111820877,29.50514566,2.47E-191,1.09E-189
ENSRNOG00000018338,Vwa1,589.877958,2.199214647,0.076081393,28.90607771,1.00E-183,4.10E-182
ENSRNOG00000018346,Agtr1a,32.52175702,8.390528597,1.06228515,7.898565274,2.82E-15,1.23E-14
ENSRNOG00000018494,Ppp1r3c,512.1346245,2.932076767,0.095628001,30.66127837,1.87E-206,9.16E-205
ENSRNOG00000018644,Slc6a7,40.00455435,4.636516537,0.424831926,10.91376671,9.91E-28,6.35E-27
ENSRNOG00000018700,Mobp,1.207177838,3.582217539,1.613858138,2.219660734,0.026441806,0.047144633
ENSRNOG00000018706,Il15ra,15.5514562,7.422415816,1.080195575,6.871362918,6.36E-12,2.40E-11
ENSRNOG00000018740,Ugt1a3,1008.103448,3.289189225,0.073030008,45.03887255,0,0
ENSRNOG00000018854,Nppc,7.423028881,7.248348515,1.306310826,5.548716562,2.88E-08,8.93E-08
ENSRNOG00000018859,Pik3ip1,354.9020381,2.560848228,0.099922905,25.62824029,7.39E-145,2.20E-143
ENSRNOG00000018911,Pfkfb3,1845.796082,3.636047233,0.072969832,49.82945891,0,0
ENSRNOG00000018915,Tagap,3.015192031,2.519021209,0.986367441,2.553836536,0.010654326,0.020218624
ENSRNOG00000018937,Gstm7,2709.026923,2.521270741,0.065721442,38.36298587,0,0
ENSRNOG00000018940,Slc28a1,10.54270593,4.838856884,0.696375317,6.948633544,3.69E-12,1.41E-11
ENSRNOG00000018951,Col4a5,2612.704824,2.338691547,0.068128569,34.32761899,3.04E-258,2.02E-256
ENSRNOG00000019009,Arrdc2,164.3198062,3.661265081,0.162472159,22.53472287,1.90E-112,4.18E-111
ENSRNOG00000019058,Gstm3,2.133926013,4.779404438,1.468624839,3.254339917,0.001136562,0.002453238
ENSRNOG00000019305,Sh3tc2,81.08758975,2.500130557,0.232903973,10.73459814,7.00E-27,4.40E-26
ENSRNOG00000019342,Sult1a1,256.303493,7.343987299,0.270473025,27.15238352,2.37E-162,8.29E-161
ENSRNOG00000019372,Pc,435.518792,2.371977428,0.080455403,29.48189092,4.91E-191,2.16E-189
ENSRNOG00000019486,Trpv1,10.55850644,2.043573774,0.555066987,3.681670542,0.000231711,0.00053791
ENSRNOG00000019659,Aspa,26.78395362,3.666395169,0.384630867,9.532243719,1.54E-21,8.27E-21
ENSRNOG00000019718,Galnt15,1.871928532,4.093064228,1.768211027,2.314805283,0.020623591,0.03743907
ENSRNOG00000019721,Ypel3,994.4404762,2.386243994,0.070234351,33.97545442,5.13E-253,3.26E-251
ENSRNOG00000019902,Folr1,25.03389622,2.147093854,0.32480524,6.610403987,3.83E-11,1.39E-10
ENSRNOG00000019926,Ramp1,1458.471194,3.347220166,0.091449633,36.6017891,2.68E-293,2.20E-291
ENSRNOG00000020025,Slc29a2,679.3460624,2.301733924,0.085926308,26.78730169,4.54E-158,1.54E-156
ENSRNOG00000020030,Crlf1,2338.419599,3.094650861,0.073280017,42.23048773,0,0
ENSRNOG00000020197,Cd248,4642.639197,2.124025244,0.054808789,38.75336916,0,0
ENSRNOG00000020246,Myl9,8291.225745,2.562490861,0.052560373,48.75328496,0,0
ENSRNOG00000020305,unkown,36.64920339,8.076231033,0.868604811,9.297934954,1.43E-20,7.47E-20
ENSRNOG00000020349,Rab3il1,125.08005,2.319302916,0.170930984,13.56865125,6.14E-42,5.44E-41
ENSRNOG00000020425,Stim1,1508.168293,2.131488449,0.058711606,36.30437965,1.38E-288,1.09E-286
ENSRNOG00000020434,Ascl2,7.899197779,3.588999957,0.699985873,5.127246268,2.94E-07,8.57E-07
ENSRNOG00000020440,Fads2,678.9328512,2.120295452,0.098631187,21.49721112,1.65E-102,3.31E-101
ENSRNOG00000020456,Nucb2,6744.189656,2.241352552,0.029029887,77.20844889,0,0
ENSRNOG00000020562,Slc22a18,255.2632969,2.644056724,0.118891839,22.23917759,1.44E-109,3.08E-108
ENSRNOG00000020579,Col7a1,203.0234585,4.581458443,0.159461942,28.73073276,1.58E-181,6.34E-180
ENSRNOG00000020585,Tbxa2r,421.7318142,3.175529091,0.113633356,27.94539552,7.50E-172,2.80E-170
ENSRNOG00000020621,Dcst1,11.39828708,3.156753956,0.665951535,4.740215754,2.13E-06,5.86E-06
ENSRNOG00000020733,Camp,1.619779366,4.920835244,1.750800921,2.81061952,0.004944622,0.00984913
ENSRNOG00000020904,Cdc42ep2,286.9824581,3.124301374,0.116535105,26.80995879,2.47E-158,8.39E-157
ENSRNOG00000020948,Pth1r,27.5472477,2.19335935,0.393748708,5.570454725,2.54E-08,7.92E-08
ENSRNOG00000020989,Tm7sf2,251.8732426,2.250608506,0.107767044,20.88401456,7.48E-97,1.40E-95
ENSRNOG00000020998,AABR07006283.1,2.566163566,3.002331882,1.111066352,2.702207548,0.006888075,0.013475727
ENSRNOG00000021086,Dtx4,103.1745594,4.648145959,0.229412186,20.26111187,2.83E-91,5.00E-90
ENSRNOG00000021098,Rasgrp2,45.82242362,4.629031945,0.320161589,14.45842382,2.22E-47,2.16E-46
ENSRNOG00000021198,unkown,2.848170505,2.172040957,0.975355898,2.226921436,0.025952525,0.046324289
ENSRNOG00000021201,Txnip,2283.857522,2.089114911,0.05503332,37.96091037,0,0
ENSRNOG00000021261,Rassf2,247.432058,5.806863451,0.197224321,29.44293797,1.55E-190,6.79E-189
ENSRNOG00000021318,Epas1,3312.115073,10.77045927,0.228822486,47.06905981,0,0
ENSRNOG00000021323,Ca13,338.0335085,4.278644297,0.119127197,35.91660352,1.68E-282,1.27E-280
ENSRNOG00000021355,Ca6,14.69521368,2.316411899,0.452645855,5.117492786,3.10E-07,9.01E-07
ENSRNOG00000021384,Ankrd44,464.848431,2.839448673,0.144558813,19.64216931,6.75E-86,1.12E-84
ENSRNOG00000021403,unkown,15757.8172,2.781997531,0.027933056,99.59517157,0,0
ENSRNOG00000021468,Grm8,1.670062419,3.7395975,1.567998564,2.384949569,0.017081463,0.031443237
ENSRNOG00000021524,Mrap,1.694832954,4.062829907,1.613614176,2.517844703,0.011807537,0.022237448
ENSRNOG00000021589,Nexmif,32.90905526,3.65554976,0.345633539,10.57637454,3.84E-26,2.37E-25
ENSRNOG00000021657,Pld6,7.839157229,5.205288161,0.944515733,5.511065597,3.57E-08,1.10E-07
ENSRNOG00000021714,Cibar2,3.785388175,3.888864944,1.239502852,3.137439288,0.001704306,0.003608572
ENSRNOG00000021719,Slfn5,1333.963612,2.947197383,0.087039653,33.86039897,2.55E-251,1.60E-249
ENSRNOG00000021840,Cped1,582.6625077,3.227597658,0.083147101,38.81792175,0,0
ENSRNOG00000021919,Rhoj,3706.352936,2.625428438,0.043826323,59.90528721,0,0
ENSRNOG00000021924,Cyp2c22,13.26714759,8.077815798,1.254306058,6.440067596,1.19E-10,4.25E-10
ENSRNOG00000022067,Tlr5,463.3869927,2.212099973,0.127336119,17.37213283,1.34E-67,1.78E-66
ENSRNOG00000022081,Ddi1,1.2953396,5.270140519,2.054942141,2.564617472,0.010328961,0.019633127
ENSRNOG00000022239,Trarg1,20.28732677,8.67603552,1.213912387,7.1471678,8.86E-13,3.48E-12
ENSRNOG00000022432,Tmem59l,42.68705555,2.079851994,0.33075216,6.28824916,3.21E-10,1.12E-09
ENSRNOG00000022523,Fkbp5,6432.515906,3.726031154,0.041581187,89.60858093,0,0
ENSRNOG00000022636,Alpk1,257.7146084,2.05208025,0.121758866,16.85364132,9.86E-64,1.23E-62
ENSRNOG00000022673,Slc22a20,13.18422872,2.438878568,0.566913268,4.302031202,1.69E-05,4.32E-05
ENSRNOG00000022737,LOC691970,3.760118376,3.953005297,1.02866564,3.842847612,0.000121615,0.000289308
ENSRNOG00000022760,Rubcnl,8.871563033,3.43234862,0.578073975,5.937559501,2.89E-09,9.54E-09
ENSRNOG00000022822,Fam169b,215.7967712,6.490334457,0.226020242,28.71572209,2.43E-181,9.72E-180
ENSRNOG00000023116,Agmo,37.39877725,3.599302936,0.298632858,12.05260185,1.88E-33,1.39E-32
ENSRNOG00000023148,Col11a1,24800.39659,2.748849274,0.084491659,32.53397195,3.53E-232,1.98E-230
ENSRNOG00000023151,Scgb2a1,49.67236906,4.608659319,0.335429874,13.73956132,5.88E-43,5.31E-42
ENSRNOG00000023214,Il20rb,63.55922468,3.638427659,0.218043359,16.68671624,1.64E-62,2.02E-61
ENSRNOG00000023257,Adamts9,600.1979179,4.275642372,0.104758156,40.81441039,0,0
ENSRNOG00000023566,Vwa3b,31.61050879,2.135034847,0.336834863,6.338520974,2.32E-10,8.14E-10
ENSRNOG00000023643,Mmp17,118.7385126,3.195859691,0.169071544,18.90241033,1.09E-79,1.68E-78
ENSRNOG00000023686,Upk3b,3.291811743,2.780120042,0.949509862,2.927952783,0.003412019,0.00694762
ENSRNOG00000023803,Cmya5,32.62145446,2.708902808,0.30954909,8.751125083,2.11E-18,1.03E-17
ENSRNOG00000023828,LOC680875,3.232013232,2.954472467,1.148695817,2.572023353,0.010110607,0.019255351
ENSRNOG00000023972,Col4a2,1866.853222,3.204040679,0.136400636,23.48992474,5.17E-122,1.24E-120
ENSRNOG00000024082,Gldn,13291.60312,2.326798789,0.047692018,48.7880126,0,0
ENSRNOG00000024435,Galnt17,1309.281494,2.119017999,0.10542027,20.1006695,7.28E-90,1.26E-88
ENSRNOG00000024602,Plekha7,1068.157652,3.069885832,0.12917633,23.7650801,7.67E-125,1.90E-123
ENSRNOG00000024651,Greb1,125.8918152,4.5101138,0.219216092,20.57382634,4.71E-94,8.52E-93
ENSRNOG00000024689,Hopx,99.90244725,4.251139382,0.273632433,15.53594851,1.98E-54,2.18E-53
ENSRNOG00000024705,Rarres2,324.4366678,3.078560963,0.137917715,22.32172247,2.27E-110,4.90E-109
ENSRNOG00000025074,Fgg,1.272208591,5.419570883,1.77152307,3.059271975,0.002218756,0.004619727
ENSRNOG00000025360,Exd1,8.718161647,2.049718637,0.506659563,4.045554031,5.22E-05,0.000128434
ENSRNOG00000025415,Ntmt2,14.1631693,2.761429974,0.434018773,6.362466664,1.99E-10,6.99E-10
ENSRNOG00000025476,Tmem252,98.21377366,4.910840814,0.234632426,20.92993237,2.86E-97,5.37E-96
ENSRNOG00000025502,Arhgef37,43.37054599,3.425461256,0.332490978,10.30241867,6.87E-25,4.09E-24
ENSRNOG00000025597,Rnase6,3.046859824,3.290078748,1.07506286,3.060359417,0.002210715,0.004606068
ENSRNOG00000025625,Rnase4,105.5585538,2.512479547,0.167971819,14.95774443,1.39E-50,1.43E-49
ENSRNOG00000025689,Abhd1,258.0465225,2.047639226,0.121059595,16.91430753,3.53E-64,4.44E-63
ENSRNOG00000025726,Prr30,2.018817821,2.887138263,1.205145752,2.395675591,0.016589766,0.030598501
ENSRNOG00000025736,Tcf23,149.1300053,9.077065457,0.722496519,12.56347294,3.35E-36,2.65E-35
ENSRNOG00000025745,unkown,3.352788022,2.955614676,1.068970574,2.764916778,0.005693732,0.011238104
ENSRNOG00000025868,Klhl33,1.256611972,4.778077874,1.666731335,2.866735492,0.004147295,0.008344676
ENSRNOG00000025994,Krt80,56.22149181,3.370042418,0.237940842,14.16336256,1.54E-45,1.45E-44
ENSRNOG00000026039,Tspan32,1.397971679,3.816215084,1.623824063,2.350140739,0.018766314,0.034321221
ENSRNOG00000026087,Igfn1,6.004288193,2.443136929,0.662282489,3.688965011,0.000225168,0.000523569
ENSRNOG00000026302,unkown,84.11915693,2.039926349,0.168343676,12.11762984,8.52E-34,6.37E-33
ENSRNOG00000026328,Gpr137c,1.418698112,4.037086426,1.583688974,2.549166214,0.010798082,0.02046853
ENSRNOG00000026336,Tmem255b,0.921561572,4.65412267,1.907087145,2.440435238,0.014669576,0.027239953
ENSRNOG00000026344,Togaram2,3.977484432,4.338225701,1.013046416,4.2823563,1.85E-05,4.71E-05
ENSRNOG00000026455,Gpd1l,1388.833008,2.085014182,0.058027251,35.93163779,9.80E-283,7.43E-281
ENSRNOG00000026523,RGD1309106,2.335592432,5.136391736,1.419533458,3.618366096,0.000296469,0.00068121
ENSRNOG00000026573,Ophn1,161.6435575,2.002223549,0.129802385,15.42516767,1.11E-53,1.20E-52
ENSRNOG00000026705,Dgki,1.912416074,3.731017721,1.69825344,2.196973451,0.028022342,0.049690859
ENSRNOG00000026941,Tril,172.9953946,7.41230524,0.337872686,21.93816055,1.12E-106,2.35E-105
ENSRNOG00000026953,Gpr88,14.30148092,4.09191718,0.572832433,7.143305694,9.11E-13,3.57E-12
ENSRNOG00000026965,Tmem140,82.28902792,4.02513334,0.237544233,16.94477402,2.10E-64,2.66E-63
ENSRNOG00000027030,Adm,647.9453266,5.19827373,0.117395509,44.28000485,0,0
ENSRNOG00000027259,Faxdc2,247.0088397,2.849240699,0.13981584,20.37852572,2.59E-92,4.62E-91
ENSRNOG00000027331,Ppef1,26.70169206,2.319540412,0.289822136,8.003323837,1.21E-15,5.34E-15
ENSRNOG00000027380,Upk1b,5.460905719,4.340133426,0.98433543,4.409201676,1.04E-05,2.70E-05
ENSRNOG00000027520,Pls3,25385.7113,2.433412055,0.033597511,72.42834236,0,0
ENSRNOG00000027592,Rerg,3.878506527,3.983985936,0.957854755,4.159279802,3.19E-05,7.99E-05
ENSRNOG00000027697,Nmnat2,9.655665166,2.253484568,0.612466618,3.679359009,0.000233821,0.000542674
ENSRNOG00000027730,Nxpe1,3.461520743,3.977959763,1.239408709,3.209562539,0.001329371,0.002846691
ENSRNOG00000027739,Cndp1,49.52846847,2.041870482,0.219802907,9.289551743,1.55E-20,8.08E-20
ENSRNOG00000027742,Adamtsl2,181.9586586,4.66807025,0.180788808,25.820571,5.21E-147,1.58E-145
ENSRNOG00000027770,Trpm3,71.60079024,4.779004551,0.264837919,18.04501623,8.63E-73,1.23E-71
ENSRNOG00000027799,Tmie,5.785355598,2.971662493,0.923714758,3.217078071,0.001295034,0.002776985
ENSRNOG00000028064,Fhad1,21.06513289,2.993730821,0.373556705,8.014126846,1.11E-15,4.90E-15
ENSRNOG00000028261,Tppp,5.484940785,2.007556639,0.861845757,2.329368825,0.019839535,0.03612468
ENSRNOG00000028390,Hhipl1,547.3161422,3.316662771,0.087198326,38.03585384,0,0
ENSRNOG00000028426,Mcf2l,384.2667364,2.393104381,0.106175127,22.53921847,1.71E-112,3.78E-111
ENSRNOG00000028598,Edar,29.19058787,5.492447317,0.483626956,11.35678491,6.86E-30,4.63E-29
ENSRNOG00000028622,Pnpla1,3.592752497,2.655434573,0.971561971,2.733160263,0.00627298,0.012325346
ENSRNOG00000028668,Slc28a2,478.3941597,3.609647891,0.091285222,39.54252206,0,0
ENSRNOG00000028774,Vgll3,3297.056008,2.794385648,0.073084201,38.23515369,0,0
ENSRNOG00000028841,Mt1m,34.63976108,4.053963558,0.311336712,13.02115492,9.28E-39,7.71E-38
ENSRNOG00000028845,Ebf1,1562.62181,2.156649641,0.071222573,30.28042305,2.08E-201,9.83E-200
ENSRNOG00000028865,Kprp,48.82265051,3.498893792,0.258865614,13.51625553,1.25E-41,1.10E-40
ENSRNOG00000028891,Cyp2t1,37.50631433,2.654464974,0.2673275,9.929636766,3.09E-23,1.76E-22
ENSRNOG00000028896,A2m,4.020277254,2.935814318,0.928681591,3.161271148,0.001570822,0.003339966
ENSRNOG00000029047,Cubn,74.989621,3.256222191,0.21345667,15.25472216,1.53E-52,1.63E-51
ENSRNOG00000029078,Hmgn5,668.6971784,2.866664161,0.099797961,28.72467666,1.88E-181,7.53E-180
ENSRNOG00000029079,Hspb7,14549.4583,3.10300601,0.039464807,78.62716724,0,0
ENSRNOG00000029148,Pdgfd,130.1208245,4.121463644,0.178666163,23.06795856,9.71E-118,2.24E-116
