"","ENSEMBL ID","Gene names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"6266","ENSRNOG00000012674","Adrb3",22.89181221,-3.622352625,0.560059256,-6.467802443,9.94e-11,4.9e-10
"6571","ENSRNOG00000013301","unkown",61.32771264,-2.392642532,0.226875672,-10.54605154,5.3e-26,5.38e-25
"6683","ENSRNOG00000013526","Rassf4",1047.021421,-2.282114848,0.069519795,-32.82683529,2.44e-236,4.54e-234
"6736","ENSRNOG00000013641","Myo7a",743.0193595,-2.952247795,0.131159739,-22.50879587,3.4e-112,1.68e-110
"6896","ENSRNOG00000013967","Blnk",4.653308907,-4.738524483,1.392071659,-3.403937185,0.00066422,0.001716208
"6924","ENSRNOG00000014021","Matn4",50.20495353,-2.250822374,0.278388696,-8.085178759,6.21e-16,4.19e-15
"6991","ENSRNOG00000014149","Npy1r",86.80271003,-2.413338651,0.227789882,-10.59458231,3.16e-26,3.23e-25
"7183","ENSRNOG00000014508","Mgll",6.263551268,-2.744095153,0.840221439,-3.265918988,0.001091095,0.002722077
"7201","ENSRNOG00000014532","Lbp",216.6777779,-3.813752271,0.282953632,-13.47836481,2.1e-41,3.28e-40
"7269","ENSRNOG00000014658","Zfp423",18.30931573,-2.728108064,0.567310788,-4.808842215,1.52e-06,5.3e-06
"7424","ENSRNOG00000014965","unkown",1.62956262,-3.880171104,1.680514863,-2.308918053,0.020948129,0.041248255
"7455","ENSRNOG00000015035","Myo7b",2.745632668,-4.003428074,1.521022184,-2.632064224,0.008486782,0.018199175
"7469","ENSRNOG00000015071","Zim1",7.389961259,-2.119526306,0.704145936,-3.010066804,0.002611902,0.006164124
"7595","ENSRNOG00000015318","Heyl",331.4802012,-2.416174238,0.145051391,-16.65736686,2.68e-62,6.41e-61
"7689","ENSRNOG00000015505","Mfap5",4309.548805,-2.459584195,0.068601932,-35.85298734,1.65e-281,4.15e-279
"7718","ENSRNOG00000015566","Atp6v1e2",12.18886415,-2.094914877,0.540511168,-3.875803133,0.000106274,0.000306415
"7796","ENSRNOG00000015719","Egr4",4.99985699,-2.081680693,0.772666353,-2.694152121,0.007056795,0.015382267
"7901","ENSRNOG00000015982","Wnt11",13.41212268,-3.022086348,0.627416518,-4.816714671,1.46e-06,5.1e-06
"7917","ENSRNOG00000016021","Lims2",1474.010362,-2.143125248,0.077941803,-27.49648015,1.93e-166,1.88e-164
"7951","ENSRNOG00000016091","Tmem169",70.06745564,-2.083086921,0.319210777,-6.525741205,6.77e-11,3.38e-10
"8061","ENSRNOG00000016281","Col4a1",2012.600969,-3.15526634,0.109237687,-28.88441186,1.87e-183,2.21e-181
"8162","ENSRNOG00000016456","Il33",116.448094,-3.763630958,0.224971101,-16.72939741,8e-63,1.94e-61
"8206","ENSRNOG00000016538","Itga8",3091.209013,-2.286969138,0.095217743,-24.01830864,1.79e-127,1.11e-125
"8297","ENSRNOG00000016687","Ssc5d",1781.848196,-2.421045242,0.10600999,-22.8378971,1.93e-115,1.01e-113
"8326","ENSRNOG00000016734","Emilin3",74.09955015,-2.908865821,0.259665616,-11.20235271,3.97e-29,4.47e-28
"8333","ENSRNOG00000016752","Crispld2",19339.82403,-2.854058249,0.062945915,-45.34143702,0,0
"8337","ENSRNOG00000016758","Loxl2",13441.77652,-2.502239817,0.114259856,-21.89955335,2.62e-106,1.19e-104
"8342","ENSRNOG00000016769","Rab38",3.247707332,-3.763370306,1.43433687,-2.623770178,0.008696244,0.018597675
"8371","ENSRNOG00000016826","Pla2g2d",8.870291657,-3.359040558,0.730638501,-4.597404261,4.28e-06,1.42e-05
"8426","ENSRNOG00000016926","Plekhs1",12.25683921,-2.204288211,0.470439961,-4.685588797,2.79e-06,9.48e-06
"8791","ENSRNOG00000017625","Htr2b",23.6195311,-2.504665992,0.678307237,-3.692524355,0.000222039,0.000611773
"9182","ENSRNOG00000018346","Agtr1a",32.52175702,-3.153522086,1.127769198,-2.796247754,0.005169975,0.011561993
