"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Circulatory system","rno04270","Vascular smooth muscle contraction","13/264","138/9713",9.39779297178995e-05,0.0274415554776267,0.0247310341362894,"25107/25026/24582/58965/25202/25031/66016/497757/691455/25369/29747/114593/24603",13
