ENSEMBL ID,Gene names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene Symbols
ENSRNOG00000033119,,1871.876636,2.914587777,0.128931669,22.60567793,3.81e-113,8.48e-112,Plcb4
ENSRNOG00000033352,,19.39737136,5.613398531,0.652717117,8.60004799,7.97e-18,3.8e-17,S100a7a
ENSRNOG00000033389,,401.7324474,4.11060713,0.104754089,39.24054111,0.0,0.0,Susd2
ENSRNOG00000033402,,30.90060762,2.818894617,0.310598437,9.075688361,1.13e-19,5.73e-19,Gsta6
ENSRNOG00000033520,,6.576474276,2.919371231,0.661574349,4.412763641,1.02e-05,2.65e-05,Wdr97
ENSRNOG00000033579,,119.132247,2.929329636,0.183886525,15.93009403,3.92e-57,4.51e-56,Glt8d2
ENSRNOG00000033733,,7.323548069,4.829496508,0.963731618,5.011246304,5.41e-07,1.55e-06,Ccdc81
ENSRNOG00000033740,,718.8479788,2.952476852,0.100069102,29.50438045,2.5299999999999998e-191,1.1199999999999998e-189,Lurap1l
ENSRNOG00000033893,,58.66057351,3.207768107,0.24645549,13.01560826,9.97e-39,8.289999999999999e-38,Cacna1h
ENSRNOG00000033921,,220.6507774,2.358743319,0.184034736,12.81683758,1.32e-37,1.07e-36,Als2cl
ENSRNOG00000036484,,38.08151229,3.053693285,0.264502946,11.54502559,7.820000000000001e-31,5.42e-30,unkown
ENSRNOG00000037076,,37.14260297,2.023313345,0.258599113,7.824131028,5.11e-15,2.2e-14,LOC689757
ENSRNOG00000037199,,103.7801565,3.710029068,0.217398758,17.06554857,2.68e-65,3.4300000000000005e-64,Spink8
ENSRNOG00000037853,,1060.805621,3.243675388,0.076190969,42.57296418,0.0,0.0,Rarres1
ENSRNOG00000038047,,146.559572,2.23972427,0.165314176,13.54828927,8.109999999999999e-42,7.16e-41,Mt1
ENSRNOG00000038091,,1.349198972,3.973269553,1.757669926,2.260532251,0.023788237,0.042800936,Sohlh2
ENSRNOG00000038202,,96.84061588,2.092359871,0.187907521,11.1350512,8.47e-29,5.5699999999999995e-28,Calml4
ENSRNOG00000038328,,7.999731399,2.76155793,0.691552061,3.993275539,6.52e-05,0.000158997,Gjc2
ENSRNOG00000038473,,11.41013806,3.126601147,0.558178896,5.601432029,2.13e-08,6.66e-08,Got1l1
ENSRNOG00000038720,,4.378628959,2.149542836,0.739140754,2.908164412,0.003635571,0.007375491,Cdkl1
ENSRNOG00000038746,,9.897927671,2.908356188,0.531439645,5.472599226,4.43e-08,1.36e-07,Bco2
ENSRNOG00000038916,,608.3868394,2.340968702,0.080604667,29.04259511,1.91e-185,7.999999999999999e-184,Dram1
ENSRNOG00000039107,,48.74492563,4.09687593,0.305431306,13.41341194,5.05e-41,4.41e-40,Mfrp
ENSRNOG00000039110,,27.84084561,2.60491477,0.285403953,9.127115242,7.03e-20,3.6e-19,Lsmem1
ENSRNOG00000039336,,482.7662264,3.703162122,0.101541109,36.46958504,3.37e-291,2.680000000000001e-289,Hrct1
ENSRNOG00000039473,,26.86585697,10.06338575,1.206651888,8.339924588,7.43e-17,3.43e-16,Ccdc152
ENSRNOG00000042634,,3.85686702,7.261274163,1.467952187,4.946533153,7.55e-07,2.14e-06,Serpina12
ENSRNOG00000042727,,8.197702247,2.336479832,0.676063259,3.456007705,0.00054824,0.001224288,RGD1563159
ENSRNOG00000043098,,1057.989199,4.505960579,0.114736263,39.27233176,0.0,0.0,Mt2A
ENSRNOG00000045578,,5.016933691,2.073035422,0.887455258,2.335932322,0.019494769,0.035545475,unkown
ENSRNOG00000045684,,40.60410257,3.181354184,0.296163846,10.74187219,6.470000000000001e-27,4.07e-26,unkown
ENSRNOG00000045821,,1505.182208,2.086386933,0.0642553,32.47026993,2.8e-231,1.57e-229,Slc41a3
ENSRNOG00000046171,,21.49181563,6.558961894,0.708819694,9.2533573,2.18e-20,1.13e-19,Mlxipl
ENSRNOG00000046521,,116.030419,3.301817056,0.211529509,15.60925033,6.3e-55,6.979999999999999e-54,unkown
ENSRNOG00000046785,,1.689918681,4.545795833,1.533558266,2.96421462,0.003034566,0.006221843,unkown
ENSRNOG00000047046,,98.11624853,3.269024059,0.285443109,11.45245396,2.29e-30,1.56e-29,Plin4
ENSRNOG00000047065,,4.419291925,2.366061821,0.727399829,3.252766534,0.001142874,0.002465436,unkown
ENSRNOG00000047082,,3.191965523,4.284880393,1.209231815,3.543473087,0.000394894,0.000894913,unkown
ENSRNOG00000047158,,165.9140498,2.537581005,0.146371569,17.3365704,2.49e-67,3.2900000000000004e-66,LOC103689947
ENSRNOG00000047384,,3.348110523,4.316526639,1.213595743,3.556807664,0.000375389,0.000853718,unkown
ENSRNOG00000047495,,2.40361755,4.278535917,1.37473884,3.112253609,0.001856649,0.003916025,unkown
ENSRNOG00000047686,,3.657603,3.387101314,1.018717608,3.324867744,0.000884605,0.001931515,Pou3f1
ENSRNOG00000047786,,4624.628693,3.08765239,0.080894622,38.16882146,0.0,0.0,unkown
ENSRNOG00000047854,,627.5641172,4.594240053,0.114218044,40.2234172,0.0,0.0,unkown
ENSRNOG00000048172,,94.74354722,3.653324298,0.197085698,18.53672966,1.04e-76,1.55e-75,unkown
ENSRNOG00000048209,,5.675495361,2.283592267,0.738097703,3.093888869,0.001975515,0.004147981,Eps8l3
ENSRNOG00000048222,,2.163362253,3.093906544,1.189410662,2.601209693,0.009289565,0.017808022,Nlrc5
ENSRNOG00000048433,,203.9487962,3.382661118,0.181560681,18.63102244,1.8e-77,2.71e-76,Tshz2
ENSRNOG00000048478,,7.053044755,3.715898338,0.883822755,4.204347892,2.62e-05,6.59e-05,unkown
ENSRNOG00000048703,,51.30129459,3.383955492,0.272460149,12.42000163,2.04e-35,1.58e-34,Alkal1
ENSRNOG00000048706,,220.7376258,2.763941999,0.12043968,22.94876565,1.5200000000000002e-116,3.47e-115,Nox1
ENSRNOG00000048726,,41.97938446,3.007812156,0.268188167,11.21530525,3.43e-29,2.28e-28,Clec2d
ENSRNOG00000048878,,2.932630457,2.376023281,1.066896584,2.227041793,0.025944481,0.046318792,unkown
ENSRNOG00000049028,,71.75202132,4.062112717,0.229863537,17.67184465,6.91e-70,9.48e-69,C5ar2
ENSRNOG00000049452,,46.88619179,4.386556708,0.327413196,13.39761731,6.24e-41,5.43e-40,Nebl
ENSRNOG00000049995,,2.024291834,3.398959488,1.539537196,2.207780037,0.02725961,0.048456973,unkown
ENSRNOG00000050123,,6.849034332,3.787556428,0.679768494,5.571832858,2.52e-08,7.86e-08,Gdf5
ENSRNOG00000050201,,747.718696,2.299229567,0.075666847,30.38622127,8.35e-203,4e-201,unkown
ENSRNOG00000050215,,379.7252422,2.778388459,0.101076452,27.48798952,2.44e-166,8.75e-165,Cdsn
ENSRNOG00000050625,,4.839240062,2.93712859,0.753858306,3.896128178,9.77e-05,0.000234341,unkown
ENSRNOG00000050869,,1778.580404,4.421932487,0.091516403,48.31846883,0.0,0.0,Cebpd
ENSRNOG00000050955,,3.954071184,7.30087553,1.453253131,5.023815449,5.07e-07,1.45e-06,unkown
ENSRNOG00000051002,,6.232055903,2.064213043,0.726320492,2.84201405,0.004482952,0.008985164,unkown
ENSRNOG00000051025,,1.861032577,5.524066158,1.581674142,3.492543762,0.000478443,0.001076151,unkown
ENSRNOG00000051080,,15.41180101,2.893221237,0.525697976,5.503580708,3.72e-08,1.15e-07,unkown
ENSRNOG00000051171,,1.644249368,5.659885747,1.612319839,3.510398874,0.000447435,0.001008959,unkown
ENSRNOG00000051253,,89.31604032,3.278147126,0.212823212,15.40314654,1.56e-53,1.69e-52,unkown
ENSRNOG00000051307,,1610.287682,4.510269814,0.065079838,69.30364269,0.0,0.0,unkown
ENSRNOG00000051548,,7635.077575,2.592636349,0.05523692,46.93665641,0.0,0.0,Lmod1
ENSRNOG00000051977,,74.45072165,2.669811944,0.211279502,12.63639833,1.33e-36,1.06e-35,Mmrn2
ENSRNOG00000052327,,3.891405913,2.250869569,1.004675181,2.240395314,0.02506527,0.044878247,U2
ENSRNOG00000052564,,12784.56263,4.734881543,0.058965308,80.29944574,0.0,0.0,Gpx3
ENSRNOG00000052569,,12.36625599,2.320207358,0.470858637,4.927609217,8.32e-07,2.35e-06,unkown
ENSRNOG00000052587,,80.56627831,2.383482398,0.212359309,11.22381878,3.12e-29,2.08e-28,unkown
ENSRNOG00000052651,,5.472437003,2.906272264,0.661370319,4.394319163,1.11e-05,2.88e-05,unkown
ENSRNOG00000052758,,3.850945369,2.38835574,0.836930084,2.853709988,0.004321196,0.008676801,Cyria
ENSRNOG00000052902,,19.53773469,3.151128964,0.447243674,7.045664688,1.85e-12,7.14e-12,unkown
ENSRNOG00000053025,,227.472884,2.462121859,0.139430817,17.65837651,8.77e-70,1.2e-68,AC130391.3
ENSRNOG00000053035,,1.960067837,3.260901514,1.364657059,2.389539183,0.016869524,0.031080699,unkown
ENSRNOG00000053086,,298.827725,9.201744958,0.44590204,20.63624771,1.3e-94,2.36e-93,Selenop
ENSRNOG00000053397,,4.263309626,2.669663421,0.952745892,2.802072874,0.00507754,0.010094492,Fmr1nb
ENSRNOG00000053400,,6.088324747,4.127741535,0.810089012,5.095417259,3.48e-07,1.01e-06,Cfi
ENSRNOG00000053402,,2.989429349,3.44842926,1.357028494,2.541162013,0.011048471,0.020898578,Gabrq
ENSRNOG00000053448,,111.5290289,2.636833263,0.224824345,11.72841522,9.11e-32,6.51e-31,Psme3
ENSRNOG00000053691,,2057.431239,4.366233905,0.121957315,35.80132854,1.05e-280,7.889999999999999e-279,Lama5
ENSRNOG00000053812,,165.9140498,2.537581005,0.146371569,17.3365704,2.49e-67,3.2900000000000004e-66,unkown
ENSRNOG00000053831,,15.25574635,3.664815145,0.501882888,7.302132095,2.83e-13,1.14e-12,unkown
ENSRNOG00000053944,,44.46058915,2.309977131,0.286403058,8.06547648,7.3e-16,3.24e-15,unkown
ENSRNOG00000054047,,59.1504008,2.644634684,0.222397361,11.89148408,1.31e-32,9.56e-32,U2
ENSRNOG00000054080,,15.31241075,2.149900545,0.482934644,4.451742223,8.52e-06,2.23e-05,Cgnl1
ENSRNOG00000054136,,20.32904388,3.976209622,0.523869195,7.590080996,3.2e-14,1.33e-13,unkown
ENSRNOG00000054452,,3.162616415,4.334838267,1.472681001,2.943501181,0.003245226,0.006629,LOC120100374
ENSRNOG00000054458,,74.45498828,4.979689717,0.2907078,17.12953598,8.94e-66,1.15e-64,Kcnmb4
ENSRNOG00000054576,,5.508639296,2.673109754,0.808219648,3.30740506,0.000941646,0.002049588,Gsdmc
ENSRNOG00000054861,,7.717193159,3.534994789,0.644954822,5.480995982,4.23e-08,1.3e-07,unkown
ENSRNOG00000055178,,4.388917338,3.608295498,1.101775397,3.274982821,0.001056684,0.002287439,unkown
ENSRNOG00000055283,,1.835663124,3.739778393,1.512842105,2.472021621,0.013435139,0.02508502,AABR07036463.1
ENSRNOG00000055367,,2.135745535,3.740287749,1.310140127,2.85487611,0.004305362,0.008646868,unkown
ENSRNOG00000055765,,706.3174967,4.838372347,0.101474164,47.68082982,0.0,0.0,unkown
ENSRNOG00000056135,,7421.822271,5.003162426,0.053546665,93.43555659,0.0,0.0,Tsc22d3
ENSRNOG00000056471,,71.14279804,7.583817663,0.536773933,14.12851333,2.53e-45,2.38e-44,LOC102552073
ENSRNOG00000056580,,54.33268108,4.010327481,0.296251042,13.53692278,9.47e-42,8.35e-41,En1
ENSRNOG00000056722,,9.24397476,3.584386469,0.671829554,5.335261671,9.54e-08,2.87e-07,unkown
ENSRNOG00000056915,,11.36099228,3.324479421,0.625986432,5.310785105,1.09e-07,3.27e-07,Ptprq
ENSRNOG00000057016,,10.96497677,2.157988055,0.55522654,3.886680297,0.000101624,0.000243211,unkown
ENSRNOG00000057078,,1066.578503,3.46748193,0.093100526,37.24449353,1.3e-303,1.1e-301,Ddit4
ENSRNOG00000057153,,326.5571967,3.128407102,0.120252287,26.0153647,3.32e-149,1.03e-147,Pla1a
ENSRNOG00000057230,,9.412801025,3.690563304,0.863400606,4.274450678,1.92e-05,4.87e-05,unkown
ENSRNOG00000057297,,5.411811958,2.014432322,0.819221184,2.458960244,0.013934005,0.025959318,unkown
ENSRNOG00000057308,,6.098581014,6.972397825,1.339920317,5.20359139,1.95e-07,5.77e-07,unkown
ENSRNOG00000057347,,2009.95119,2.092423672,0.281727897,7.427108557,1.11e-13,4.53e-13,Cebpb
ENSRNOG00000057519,,3.623681694,5.290559485,1.326980356,3.986916205,6.69e-05,0.00016319,unkown
ENSRNOG00000057713,,2234.732351,2.55990577,0.048392919,52.89835453,0.0,0.0,Cav2
ENSRNOG00000057794,,765.8075812,2.506010389,0.136438625,18.36730902,2.3999999999999997e-75,3.51e-74,Adamts5
ENSRNOG00000057822,,105.2330158,3.051847338,0.207933657,14.67702432,9.05e-49,9.03e-48,unkown
ENSRNOG00000057865,,63.91912579,5.52306918,0.333070248,16.58229522,9.36e-62,1.14e-60,Prss16
ENSRNOG00000057880,,2685.285352,4.204891404,0.07569119,55.55324726,0.0,0.0,Myh11
ENSRNOG00000058072,,2.207178198,5.300887968,1.56690202,3.383037293,0.000716889,0.001580849,unkown
ENSRNOG00000058114,,3.060806769,3.86951014,1.075650731,3.597366717,0.000321455,0.000735904,unkown
ENSRNOG00000058242,,4.433876796,2.910513924,0.957709903,3.039035008,0.002373373,0.004918061,unkown
ENSRNOG00000058375,,4.897220848,2.907550721,0.742239806,3.917265951,8.96e-05,0.00021544,unkown
ENSRNOG00000058388,,1638.45925,2.274106237,0.06691443,33.98528907,3.67e-253,2.3400000000000003e-251,Zfp36
ENSRNOG00000058422,,22.55948678,2.035521508,0.38754803,5.252307716,1.5e-07,4.46e-07,Lilrb3a
ENSRNOG00000058470,,42932.08784,4.320883778,0.188337431,22.94224659,1.76e-116,4.02e-115,Col12a1
ENSRNOG00000058510,,1.364739029,5.730081268,2.414156357,2.373533617,0.017618789,0.03233982,unkown
ENSRNOG00000058956,,30.44196433,2.457638768,0.303613467,8.094630294,5.74e-16,2.57e-15,unkown
ENSRNOG00000059375,,5.145663054,7.699323261,1.404608226,5.481473852,4.22e-08,1.3e-07,unkown
ENSRNOG00000059382,,11.99879767,2.034531627,0.460454445,4.418529674,9.94e-06,2.59e-05,unkown
ENSRNOG00000059487,,135.3490315,2.978719715,0.153183248,19.44546653,3.18e-84,5.22e-83,unkown
ENSRNOG00000059750,,123.9978809,2.195205837,0.170594533,12.86797297,6.82e-38,5.580000000000001e-37,C2H1orf54
ENSRNOG00000059906,,2.344316704,5.104668435,1.398718884,3.649531363,0.000262719,0.000606951,unkown
ENSRNOG00000060166,,1.835830047,3.289727905,1.327594993,2.477960464,0.013213579,0.024698525,unkown
ENSRNOG00000060237,,63.55532627,4.184654396,0.260456367,16.06662356,4.37e-58,5.11e-57,Inhbb
ENSRNOG00000060365,,1.892570595,5.370703549,1.619092747,3.317106791,0.000909548,0.001983426,unkown
ENSRNOG00000060636,,1.387628996,3.285462953,1.488148808,2.207751628,0.027261592,0.048456973,unkown
ENSRNOG00000060687,,112.0863629,2.247993784,0.202694748,11.09053788,1.39e-28,9.13e-28,Slc24a3
ENSRNOG00000060829,,36.12795777,4.525967233,0.372608023,12.14672511,5.97e-34,4.49e-33,unkown
ENSRNOG00000060899,,223.8579784,5.750636996,0.201737719,28.5055122,1e-178,3.95e-177,unkown
ENSRNOG00000061272,,200.7070523,2.320053312,0.111809497,20.75005586,1.2199999999999998e-95,2.2499999999999998e-94,unkown
ENSRNOG00000061429,,2.596943678,6.38383708,1.596287069,3.999178596,6.36e-05,0.000155246,Rph3al
ENSRNOG00000061442,,271.2907548,2.041497977,0.140841369,14.49501653,1.2999999999999998e-47,1.27e-46,unkown
ENSRNOG00000061661,,6.893408221,2.093150119,0.737985068,2.836304161,0.004563896,0.009137585,unkown
ENSRNOG00000061768,,9.25388412,3.873436472,0.609989098,6.350009348,2.15e-10,7.57e-10,Slc43a3
ENSRNOG00000061785,,6.234499225,2.180035023,0.614947021,3.545077784,0.000392497,0.000889699,unkown
ENSRNOG00000061934,,3.274978611,4.473291985,1.348529864,3.317161973,0.000909369,0.001983266,unkown
ENSRNOG00000062088,,6.915084348,6.908324159,1.316706414,5.246670091,1.55e-07,4.59e-07,unkown
ENSRNOG00000062101,,81.45250922,2.530341823,0.171966793,14.71413044,5.23e-49,5.25e-48,Ace
ENSRNOG00000062125,,6.611826787,7.940383828,1.29271304,6.142417987,8.13e-10,2.76e-09,unkown
ENSRNOG00000062276,,55.3242123,4.253962536,0.299366805,14.20986717,7.96e-46,7.54e-45,Ggt5
