ENSEMBL ID,Gene Symbols,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene names
ENSRNOG00000029861,,32.44868508,2.252245506,0.305846202,7.363980631,1.79e-13,1.05e-12,Gsta2
ENSRNOG00000029862,,1014.564899,2.152596664,0.11426865,18.83803356,3.68e-79,1.16e-77,Spc24
ENSRNOG00000030914,,20.57414998,2.458587699,0.38887848,6.32225188,2.58e-10,1.23e-09,Lexm
ENSRNOG00000031233,,36.6790957,2.341484119,0.284262141,8.237059334,1.76e-16,1.22e-15,Mapk12
ENSRNOG00000031431,,1075.09593,2.163117016,0.075793332,28.53967428,3.770000000000001e-179,4.33e-177,Cdca8
ENSRNOG00000032178,,463.7967623,2.427210452,0.115447874,21.02429751,3.93e-98,1.59e-96,Cenpa
ENSRNOG00000032446,,298.9626526,2.327134302,0.123393435,18.85946609,2.4600000000000003e-79,7.78e-78,Recql4
ENSRNOG00000032569,,20.12060038,2.404585408,0.375924797,6.396453299,1.59e-10,7.72e-10,Lingo3
ENSRNOG00000032596,,635.1832675,2.531145386,0.09770244,25.9066753,5.6e-148,4.45e-146,RT1-T24-1
ENSRNOG00000032626,,30.68403496,3.528078792,0.329665226,10.70200467,9.96e-27,1.04e-25,Mmp3
ENSRNOG00000032778,,1228.186919,2.343828559,0.068669404,34.1320651,2.47e-255,5.03e-253,Bub1
ENSRNOG00000032967,,18.80364938,3.458346441,1.29477848,2.670994687,0.007562684,0.016388025,Tuba3b
ENSRNOG00000033321,,660.7397151,2.221652908,0.106640857,20.8330368,2.17e-96,8.589999999999999e-95,Hmgb2l1
ENSRNOG00000033335,,553.9930129,2.148534645,0.093782949,22.90965123,3.72e-116,1.98e-114,Cenpi
ENSRNOG00000033573,,2.111907344,4.813115887,1.747539875,2.754223784,0.005883153,0.013022361,Sgk2
ENSRNOG00000033581,,19.05040413,2.042232048,0.574206124,3.556618366,0.000375659,0.001003419,AABR07044388.2
ENSRNOG00000033658,,1257.043472,2.155813764,0.107700242,20.01679596,3.93e-89,1.42e-87,Kntc1
ENSRNOG00000033952,,25.2726556,2.914060426,0.382863397,7.611227525,2.72e-14,1.68e-13,AABR07057438.1
ENSRNOG00000034102,,7.326975953,2.468923847,0.816001677,3.025635752,0.00248111,0.005875795,Plk5
ENSRNOG00000034134,,7.476097535,2.294638651,0.677708952,3.385876258,0.000709514,0.001826086,unkown
ENSRNOG00000035531,,7.254635723,2.144972888,0.661657208,3.241818968,0.001187694,0.002946782,Mir25
ENSRNOG00000036484,,38.08151229,3.005628238,0.571007703,5.263726251,1.41e-07,5.41e-07,unkown
ENSRNOG00000037113,,751.932957,2.049756297,0.072658877,28.21067947,4.33e-175,4.59e-173,Slfn2
ENSRNOG00000037198,,39.30518467,2.268976173,0.290181372,7.819165507,5.32e-15,3.42e-14,Usp18
ENSRNOG00000037211,,244.2579671,2.683935476,0.160638289,16.70794363,1.15e-62,2.77e-61,Kif14
ENSRNOG00000037302,,683.3154249,2.353287342,0.108513572,21.68657145,2.75e-104,1.22e-102,Rad51
ENSRNOG00000037911,,80.32770401,2.6149961,0.232739095,11.23574059,2.72e-29,3.08e-28,LOC680227
ENSRNOG00000038035,,802.9007626,2.307058635,0.073554474,31.36530658,6.02e-216,9.39e-214,Kif4a
ENSRNOG00000038047,,146.559572,2.845778708,0.254516505,11.18111657,5.05e-29,5.67e-28,Mt1
ENSRNOG00000038308,,10.63158985,4.105421931,0.908742829,4.517693895,6.25e-06,2.05e-05,unkown
ENSRNOG00000038322,,106.0940223,3.219584597,0.275781177,11.67441747,1.7200000000000002e-31,2.07e-30,unkown
ENSRNOG00000038572,,874.735542,2.177298951,0.100771187,21.60636407,1.56e-103,6.89e-102,Ncapg
ENSRNOG00000039183,,366.0026815,2.223898788,0.109261695,20.35387408,4.29e-92,1.5999999999999998e-90,Cip2a
ENSRNOG00000039494,,229.9578394,2.505550421,0.13585369,18.44300598,5.93e-76,1.7899999999999998e-74,Aass
ENSRNOG00000039698,,10.64194591,7.165921291,1.234685762,5.803842168,6.48e-09,2.78e-08,Prss22
ENSRNOG00000039949,,117.067143,2.386904941,0.171419156,13.9243769,4.5e-44,7.480000000000001e-43,Rad54b
ENSRNOG00000042460,,1189.966739,2.788758375,0.106082486,26.28858423,2.59e-152,2.16e-150,Hmga2
ENSRNOG00000042944,,313.5900717,2.452203868,0.135366094,18.11534774,2.4100000000000003e-73,7.020000000000002e-72,Cenpw
ENSRNOG00000043061,,22.722716,2.019038858,0.36443717,5.54015623,3.02e-08,1.22e-07,Siah3
ENSRNOG00000043451,,76814.98651,3.153099922,0.072208596,43.66654543,0.0,0.0,Spp1
ENSRNOG00000045999,,39.42270979,2.804608785,0.311121752,9.014505642,1.98e-19,1.56e-18,unkown
ENSRNOG00000046635,,181.0518009,2.340821349,0.148895437,15.72124302,1.08e-55,2.3199999999999997e-54,Cdca5
ENSRNOG00000046763,,20.01978018,2.410307842,0.408438523,5.901274508,3.61e-09,1.58e-08,Adss1
ENSRNOG00000047005,,6.201791242,2.482087341,0.692455193,3.584473573,0.000337759,0.000906941,Kcnk5
ENSRNOG00000047218,,38.62007583,7.235970362,1.195769488,6.051308745,1.44e-09,6.5e-09,Clic5
ENSRNOG00000047314,,1781.421085,2.514063008,0.064721997,38.84402691,0.0,0.0,Tk1
ENSRNOG00000047368,,1.588730164,3.83623911,1.598774824,2.399486814,0.016418071,0.033126965,Acer1
ENSRNOG00000048411,,1860.730085,2.135769107,0.068119121,31.35344504,8.729999999999998e-216,1.3500000000000002e-213,Uhrf1
ENSRNOG00000048421,,51.09923106,2.000819534,0.255291588,7.837389202,4.6e-15,2.96e-14,unkown
ENSRNOG00000049028,,71.75202132,2.085578862,0.42570651,4.899100228,9.63e-07,3.42e-06,C5ar2
ENSRNOG00000049700,,54.14010093,6.918756063,0.59379086,11.65183995,2.25e-31,2.69e-30,unkown
ENSRNOG00000050111,,139.8297189,2.297271832,0.200996592,11.42940687,2.98e-30,3.460000000000001e-29,Cenpo
ENSRNOG00000050241,,1.238217154,4.785727143,1.92304483,2.488619645,0.012824008,0.026514793,unkown
ENSRNOG00000050251,,24.30904125,2.535874566,0.345673745,7.336034632,2.2e-13,1.29e-12,MGC105649
ENSRNOG00000050819,,512.4851813,2.595628984,0.129885132,19.98403465,7.579999999999999e-89,2.74e-87,Birc5
ENSRNOG00000050834,,205.7359599,2.190339306,0.197322324,11.10031172,1.25e-28,1.3800000000000002e-27,Fam102a
ENSRNOG00000051528,,318.4263502,2.198203566,0.143803089,15.28620544,9.45e-53,1.92e-51,Ddx11
ENSRNOG00000051927,,3.146210833,3.54576223,1.380326949,2.568784325,0.010205595,0.021561888,LOC120099034
ENSRNOG00000052311,,7.896155759,3.322449592,0.721108716,4.607418436,4.08e-06,1.36e-05,unkown
ENSRNOG00000052563,,6.196660081,2.128916954,0.819912161,2.596518329,0.009417388,0.020021201,LOC120102747
ENSRNOG00000053026,,444.2301228,2.604079931,0.110348418,23.59870661,3.97e-123,2.3400000000000003e-121,Shcbp1
ENSRNOG00000053430,,6.539074688,6.45925178,1.25829743,5.133326689,2.85e-07,1.06e-06,Slco4a1
ENSRNOG00000053626,,20.20974872,2.849233543,0.44748967,6.367149315,1.93e-10,9.29e-10,unkown
ENSRNOG00000053627,,2.209982005,3.941899298,1.476671711,2.669448646,0.007597589,0.016459542,LOC120097977
ENSRNOG00000053720,,3.120150478,4.144951493,1.379198478,3.005333576,0.002652897,0.006255245,unkown
ENSRNOG00000053757,,2.891168919,2.956024523,1.276750824,2.315271287,0.02059809,0.040623685,LOC120102021
ENSRNOG00000053867,,7.002709378,2.308982455,0.652505523,3.538640476,0.000402193,0.001070002,unkown
ENSRNOG00000054057,,76.41519024,2.701362378,0.299244087,9.027287394,1.76e-19,1.39e-18,unkown
ENSRNOG00000054286,,3444.739285,2.568650884,0.059322277,43.29993715,0.0,0.0,Rrm2
ENSRNOG00000054326,,6.293567748,2.930752673,0.879426441,3.332572842,0.000860469,0.002182562,LOC120100473
ENSRNOG00000054474,,736.3663949,2.80030981,0.105254314,26.60517856,5.91e-156,5.28e-154,Mastl
ENSRNOG00000054539,,2.235177292,4.10998633,1.482750769,2.771865924,0.005573599,0.012391023,unkown
ENSRNOG00000054548,,17.02146054,2.279811247,0.437531123,5.210626467,1.88e-07,7.13e-07,Srpk3
ENSRNOG00000054872,,3.704098462,2.836865475,0.909609915,3.118771497,0.001816067,0.004391535,unkown
ENSRNOG00000055025,,38.96232632,6.077747341,0.591613431,10.27317337,9.31e-25,9.04e-24,Fam25a
ENSRNOG00000055111,,893.7699423,2.812877958,0.08960028,31.39362916,2.47e-216,3.89e-214,LOC100364016
ENSRNOG00000055300,,1168.571888,2.081593301,0.076759102,27.11852089,5.96e-162,5.57e-160,Ncapd2
ENSRNOG00000055408,,275.013563,2.528115795,0.144722718,17.46868651,2.48e-68,6.59e-67,Gcat
ENSRNOG00000055858,,4.937360436,3.314508065,1.076607019,3.07866102,0.002079331,0.004980844,Myb
ENSRNOG00000056069,,1306.467968,2.695186925,0.067468982,39.94705172,0.0,0.0,Kif11
ENSRNOG00000056209,,267.3813674,2.241070616,0.142693597,15.70547432,1.39e-55,2.9699999999999996e-54,Exo1
ENSRNOG00000056213,,8.9770689,4.501435833,0.867515291,5.188883561,2.12e-07,7.99e-07,unkown
ENSRNOG00000056226,,110.1450934,2.41221677,0.207249881,11.63917083,2.61e-31,3.12e-30,Cenpq
ENSRNOG00000056344,,25.35366242,2.184683923,0.397710943,5.493145113,3.95e-08,1.58e-07,unkown
ENSRNOG00000056555,,1.212102995,3.685686146,1.649917302,2.233861141,0.025492211,0.049353924,unkown
ENSRNOG00000057458,,95.71032735,3.061859633,0.215103609,14.23434806,5.61e-46,9.8e-45,Oip5
ENSRNOG00000057760,,365.8769054,2.056189829,0.124240244,16.55011101,1.6e-61,3.79e-60,Stil
ENSRNOG00000057867,,104.1949842,2.354380023,0.20041353,11.74761017,7.26e-32,8.87e-31,Mns1
ENSRNOG00000058340,,119.240241,2.29406978,0.193318963,11.86676019,1.76e-32,2.1900000000000003e-31,Krt79
ENSRNOG00000058679,,2.006728944,3.361627833,1.504075857,2.235012162,0.02541655,0.049223954,LOC120096776
ENSRNOG00000059245,,40.991002,2.205460155,0.312794174,7.050835146,1.78e-12,9.84e-12,Rad51b
ENSRNOG00000059532,,32.26911497,2.060357597,0.340624588,6.048763557,1.46e-09,6.59e-09,unkown
ENSRNOG00000059605,,18.58502862,2.317016559,0.44004299,5.265432271,1.4e-07,5.37e-07,Ddn
ENSRNOG00000059894,,1167.337578,2.426815724,0.064324174,37.72789564,0.0,0.0,Hmmr
ENSRNOG00000059900,,4.500025423,2.774649908,0.950881451,2.917976688,0.003523107,0.008139721,Bst2
ENSRNOG00000060100,,878.6085806,2.054854001,0.096165375,21.36791958,2.66e-101,1.13e-99,Knl1
ENSRNOG00000060225,,6.846019829,2.673557245,0.784737979,3.406942591,0.000656949,0.001699197,unkown
ENSRNOG00000060237,,63.55532627,2.075470152,0.475474219,4.36505297,1.27e-05,4.04e-05,Inhbb
ENSRNOG00000060348,,4.717583538,2.255053087,0.773965421,2.913635447,0.003572468,0.008241668,Zdhhc23
ENSRNOG00000060356,,553.265479,2.385191782,0.093664136,25.46536906,4.77e-143,3.59e-141,Kif15
ENSRNOG00000060633,,27.32341415,2.925378271,0.401059251,7.294129886,3.01e-13,1.74e-12,AABR07067526.1
ENSRNOG00000060703,,421.1356794,3.129617815,0.138451157,22.60449012,3.91e-113,1.97e-111,Troap
ENSRNOG00000060867,,4.067677709,3.348932486,1.480203157,2.262481653,0.023667661,0.04617781,Rln1
ENSRNOG00000061085,,593.2290656,2.54031429,0.111592597,22.76418291,1.04e-114,5.35e-113,Fancd2
ENSRNOG00000061685,,4.702711742,3.955447045,1.161545411,3.405331386,0.000660838,0.001708234,unkown
ENSRNOG00000062002,,2.137664014,4.355192511,1.703063313,2.557269879,0.010549733,0.022226586,Kcna3
ENSRNOG00000062240,,3.117497377,6.386013056,1.418581832,4.501688175,6.74e-06,2.2e-05,unkown
ENSRNOG00000062244,,124.6705887,3.238656781,0.181651213,17.82898514,4.21e-71,1.19e-69,unkown
