ENSEMBL ID,Gene Symbols,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000006048,Ezh2,1713.664124,-1.993695576,0.069800842,-28.56262939,1.96E-179,7.77E-178
ENSRNOG00000006049,Rfx1,891.9269494,-0.247891728,0.068755194,-3.605425468,0.000311642,0.000714315
ENSRNOG00000006050,Med19,1035.77414,-0.470840947,0.087097204,-5.405924952,6.45E-08,1.96E-07
ENSRNOG00000006051,unkown,0.1008587,-0.625717857,5.267904354,-0.118779274,0.905450229,
ENSRNOG00000006052,Sulf2,3848.437327,4.732428363,0.067440067,70.17235532,0,0
ENSRNOG00000006060,Matn2,172.4292959,3.725555431,0.138450896,26.90885747,1.73E-159,5.92E-158
ENSRNOG00000006062,Hs1bp3,660.5996261,0.713502372,0.06418273,11.11673453,1.04E-28,6.83E-28
ENSRNOG00000006063,Phf21a,735.1234474,0.143760577,0.064919398,2.214447156,0.026798034,0.04771482
ENSRNOG00000006067,Aifm1,1297.973524,-0.167763177,0.059262395,-2.830853805,0.004642394,0.00927882
ENSRNOG00000006068,Tmem117,143.7126896,0.27835895,0.147274532,1.890068475,0.058748803,0.097670408
ENSRNOG00000006069,Eif2ak3,1138.991033,0.33093416,0.082012351,4.035174667,5.46E-05,0.000134069
ENSRNOG00000006075,Fez1,62.71767581,0.146705171,0.266332432,0.550834797,0.581746928,0.680495273
ENSRNOG00000006076,Steap2,3029.211067,2.488333284,0.043030083,57.82775915,0,0
ENSRNOG00000006077,Snx5,4151.515769,-0.417286937,0.043526956,-9.586862487,9.08E-22,4.91E-21
ENSRNOG00000006079,Psd4,29.17334673,5.341508005,0.474887316,11.24794836,2.37E-29,1.58E-28
ENSRNOG00000006082,Rmdn2,151.6650466,1.130244739,0.138984604,8.132157861,4.22E-16,1.90E-15
ENSRNOG00000006084,Cngb3,0.054768568,0,5.267904354,0,1,
ENSRNOG00000006086,Lynx1,23.6755195,-1.424721357,0.317749294,-4.48379079,7.33E-06,1.93E-05
ENSRNOG00000006087,Rnf20,2051.292503,-0.122256147,0.04571216,-2.674477587,0.007484578,0.014557247
ENSRNOG00000006090,Ucn,0.268626287,1.791887374,4.443526692,0.40325793,0.686758488,
ENSRNOG00000006093,LRRTM1,1.531673287,-3.179182488,1.499656862,-2.119939946,0.03401111,0.05930729
ENSRNOG00000006094,Cd44,17411.16613,-0.637706346,0.03892126,-16.38452491,2.47E-60,2.95E-59
ENSRNOG00000006096,Slc26a7,31.68855206,-2.949331672,0.40199717,-7.336697598,2.19E-13,8.82E-13
ENSRNOG00000006098,Sox30,0.759644289,3.548700555,2.353784232,1.507657544,0.131642197,0.199435203
ENSRNOG00000006102,Pole4,1570.532954,-0.615429252,0.087987431,-6.994513237,2.66E-12,1.02E-11
ENSRNOG00000006103,Tbc1d31,463.4009579,-0.971454189,0.078957631,-12.30348703,8.67E-35,6.68E-34
ENSRNOG00000006104,Tg,86.84829654,2.12365739,0.233116469,9.109855695,8.25E-20,4.21E-19
ENSRNOG00000006108,unkown,1.775228417,1.437396437,1.322954793,1.086504576,0.277255817,0.378186663
ENSRNOG00000006110,Jph1,123.4344941,-0.182019564,0.15342669,-1.186361801,0.23547945,0.330304934
ENSRNOG00000006112,unkown,87.13572308,1.578385081,0.199920723,7.8950549,2.90E-15,1.26E-14
ENSRNOG00000006114,Cfap69,152.6135262,0.544732115,0.125405902,4.343751805,1.40E-05,3.60E-05
ENSRNOG00000006116,Hk2,1643.801644,-1.409687397,0.054441974,-25.89339259,7.90E-148,2.42E-146
ENSRNOG00000006118,Klf10,2238.258206,-0.989778163,0.051606255,-19.17942239,5.50E-82,8.71E-81
ENSRNOG00000006119,Slc7a15,0.167861306,2.191318621,5.235189859,0.418574814,0.675526899,
ENSRNOG00000006120,Shh,0.154709546,0,5.267904354,0,1,
ENSRNOG00000006122,Igf2bp1,13.32576308,3.187766494,0.456295629,6.986186787,2.82E-12,1.08E-11
ENSRNOG00000006126,Nup88,2164.824323,-0.768535339,0.05118662,-15.01437961,5.91E-51,6.12E-50
ENSRNOG00000006130,Rab5b,4903.797226,0.714484616,0.040180538,17.78185787,9.77E-71,1.36E-69
ENSRNOG00000006131,Mettl2,481.7436689,-0.934770732,0.109155822,-8.563636009,1.09E-17,5.20E-17
ENSRNOG00000006132,Garin1b,51.49156161,0.061956129,0.249620658,0.24820113,0.803978792,0.863786519
ENSRNOG00000006136,Pdpk1,826.9971118,0.209982878,0.1444051,1.454123696,0.145912015,0.218149043
ENSRNOG00000006137,Arid1a,3218.78195,-0.746187087,0.105446022,-7.076483979,1.48E-12,5.75E-12
ENSRNOG00000006139,Stx18,1489.699678,0.587596168,0.060536889,9.70641505,2.83E-22,1.55E-21
ENSRNOG00000006142,Mymk,114.568273,-0.06576691,0.135843109,-0.484138731,0.628287416,0.718286372
ENSRNOG00000006143,Ngly1,1495.818825,0.596968895,0.063169126,9.450326948,3.38E-21,1.80E-20
ENSRNOG00000006146,Trim54,32.26334252,1.588621069,0.27147017,5.851917621,4.86E-09,1.58E-08
ENSRNOG00000006148,RGD1310352,6471.8573,0.599173141,0.039095537,15.32587068,5.14E-53,5.52E-52
ENSRNOG00000006167,Rasal3,5.846261726,2.388105576,0.734287403,3.25227638,0.001144846,0.002468937
ENSRNOG00000006170,Bach2,6.032778362,-3.093795545,1.207415489,-2.562328853,0.010397282,0.019746899
ENSRNOG00000006174,Grid2,0.318626803,-0.506312905,3.638037647,-0.139171981,0.889314249,
ENSRNOG00000006178,Dync1h1,30049.75483,0.237210775,0.10871185,2.182013971,0.029108502,0.051459669
ENSRNOG00000006180,Pum2,4913.102425,-0.207483888,0.054134655,-3.832736874,0.000126725,0.000301005
ENSRNOG00000006185,Etaa1l1,554.5212093,-0.327566936,0.072131603,-4.541240232,5.59E-06,1.49E-05
ENSRNOG00000006197,Calu,58477.75982,0.492226373,0.037518863,13.11943726,2.55E-39,2.15E-38
ENSRNOG00000006198,Prr11,265.7500416,-2.657612441,0.15718506,-16.90753844,3.96E-64,4.97E-63
ENSRNOG00000006199,Crppa,185.4104138,0.808078309,0.118816834,6.801042282,1.04E-11,3.88E-11
ENSRNOG00000006200,St18,0.505362428,3.515597727,2.368281617,1.484450878,0.137689346,0.207334021
ENSRNOG00000006204,Slc30a3,4.152101042,-0.885840087,0.7909976,-1.11990237,0.262755368,0.361483321
ENSRNOG00000006206,Tmem106b,1652.703641,1.022625153,0.046010825,22.22575133,1.94E-109,4.14E-108
ENSRNOG00000006209,Mbd6,984.0798876,-0.35015045,0.07404581,-4.72883545,2.26E-06,6.18E-06
ENSRNOG00000006217,Wiz,1092.46674,-0.493471175,0.066346479,-7.437789969,1.02E-13,4.18E-13
ENSRNOG00000006221,Uba3,4718.953266,0.159155648,0.029526034,5.390349753,7.03E-08,2.13E-07
ENSRNOG00000006224,Klhl31,431.0850793,1.29584948,0.086747717,14.93813931,1.86E-50,1.91E-49
ENSRNOG00000006226,unkown,0.604907957,-0.990370622,2.141215412,-0.462527318,0.643703217,0.731605678
ENSRNOG00000006227,Ifih1,327.9245923,0.676516731,0.126760958,5.33694872,9.45E-08,2.84E-07
ENSRNOG00000006228,Pdia4,16897.84071,0.652582828,0.027018074,24.15356578,6.85E-129,1.78E-127
ENSRNOG00000006231,Ptpro,13.44909769,4.228026029,0.541658299,7.805707098,5.92E-15,2.54E-14
ENSRNOG00000006235,Nell2,1.679414404,-1.569518342,1.262020267,-1.243655417,0.213626411,0.303970476
ENSRNOG00000006236,Dsn1,923.5460659,-2.346456174,0.088028437,-26.65566088,1.54E-156,5.13E-155
ENSRNOG00000006237,Gpr37l1,0.42254343,0.336068569,3.072345927,0.109385003,0.912897128,
ENSRNOG00000006238,Traf2,883.5929064,-0.534564792,0.063185888,-8.460192793,2.67E-17,1.25E-16
ENSRNOG00000006241,Marchf7,1894.230605,-0.261195664,0.077449635,-3.372458283,0.000745004,0.001639746
ENSRNOG00000006244,Lztfl1,471.0779154,0.855815727,0.090768125,9.428593166,4.16E-21,2.20E-20
ENSRNOG00000006247,Copa,15036.35542,0.121317755,0.053890279,2.251199257,0.02437292,0.043743261
ENSRNOG00000006248,Trim37,564.6651379,-0.906582886,0.0792098,-11.4453374,2.48E-30,1.69E-29
ENSRNOG00000006251,Fam83a,1.236027703,-2.128689998,1.507075607,-1.412463972,0.157813392,0.233473233
ENSRNOG00000006255,Nipal4,14.71053789,0.073904571,0.649098713,0.113857214,0.909350983,0.936258499
ENSRNOG00000006261,Papolg,526.4840186,-0.04626587,0.090374942,-0.511932499,0.608698252,0.70230071
ENSRNOG00000006263,unkown,0.069588362,0,5.267904354,0,1,
ENSRNOG00000006264,Itfg2,356.8800657,-0.154126266,0.098892228,-1.558527587,0.119108234,0.182611095
ENSRNOG00000006268,Ifnb1,0.052550276,1.29784884,5.267904354,0.246369097,0.805396526,
ENSRNOG00000006278,Tspyl5,67.86102056,0.064426011,0.248334237,0.259432657,0.795301435,0.857376208
ENSRNOG00000006280,Pcsk9,40.375466,3.112598732,0.296681229,10.49139084,9.46E-26,5.79E-25
ENSRNOG00000006281,Hoxa3,89.22298613,-0.980929776,0.196447529,-4.993342393,5.93E-07,1.69E-06
ENSRNOG00000006283,LOC100359922,8630.428676,0.135521573,0.091529049,1.48064002,0.138702525,0.208640799
ENSRNOG00000006285,Tlk2,1906.032,-0.224429988,0.052319205,-4.289629173,1.79E-05,4.56E-05
ENSRNOG00000006296,Six6,0.396092913,1.297858761,3.530206916,0.367643822,0.713138835,
ENSRNOG00000006298,Cpne3,979.6589429,0.143524691,0.121203373,1.184164165,0.236348084,0.331349005
ENSRNOG00000006302,Gclc,2581.216584,-1.029131896,0.048167285,-21.36578565,2.78E-101,5.45E-100
ENSRNOG00000006304,Mdm2,3894.178714,-0.887925976,0.038081461,-23.31648936,3.02E-120,7.10E-119
ENSRNOG00000006305,Slc38a2,22455.06885,1.16070911,0.046833466,24.78375398,1.34E-135,3.70E-134
ENSRNOG00000006306,Gip,2.860344015,0.018100408,0.912270932,0.019841045,0.984170175,0.990958804
ENSRNOG00000006311,Ccr9,0.103625762,0,5.267904354,0,1,
ENSRNOG00000006314,Zbp1,0.819519613,-1.890471033,1.804907651,-1.047405961,0.294912384,0.397936588
ENSRNOG00000006319,Cxcr6,0.157985417,-0.625717857,5.267904354,-0.118779274,0.905450229,
ENSRNOG00000006320,unkown,9.784686765,-1.36052417,0.470139471,-2.893873529,0.003805214,0.007688716
ENSRNOG00000006321,RGD1560842,4.6781047,-1.607666625,0.809245797,-1.986623386,0.046964148,0.079675516
ENSRNOG00000006324,unkown,0.100831851,0.336065492,5.267904354,0.063794911,0.94913353,
ENSRNOG00000006326,unkown,708.1788615,1.305863458,0.094907583,13.75931629,4.48E-43,4.05E-42
ENSRNOG00000006327,Rcc2,2877.57256,-1.545825724,0.054529782,-28.34828377,8.79E-177,3.41E-175
ENSRNOG00000006328,Wwp1,756.6467183,0.046178513,0.089510223,0.515902113,0.605922778,0.699920704
ENSRNOG00000006329,Peli1,508.5412334,1.516872394,0.082585411,18.3673167,2.40E-75,3.51E-74
ENSRNOG00000006330,Elf3,0.671236307,-1.53904241,2.197047014,-0.700504996,0.483611986,0.591695475
ENSRNOG00000006331,Elovl5,2093.595462,0.44562992,0.07537985,5.911791011,3.38E-09,1.11E-08
ENSRNOG00000006334,Txndc16,244.3399598,1.828064007,0.103659245,17.63532053,1.32E-69,1.80E-68
ENSRNOG00000006335,unkown,2969.635068,-0.050524674,0.055698564,-0.907109093,0.36434911,0.471578997
ENSRNOG00000006336,Fyco1,1233.947735,0.361421334,0.105279667,3.432964277,0.000597021,0.001327503
ENSRNOG00000006338,Lrp6,3046.237013,0.013763958,0.177944184,0.077349864,0.938345224,0.957525018
ENSRNOG00000006340,unkown,2048.721527,-0.384252116,0.071580715,-5.368095516,7.96E-08,2.40E-07
ENSRNOG00000006341,unkown,163.0852638,0.221613485,0.152270441,1.455393993,0.145560218,0.217680894
ENSRNOG00000006345,Sec61b,6421.550034,0.548365307,0.096255355,5.69698494,1.22E-08,3.87E-08
ENSRNOG00000006350,Tle6,7.53836212,-3.656375629,0.954930279,-3.828945116,0.000128694,0.000305525
ENSRNOG00000006353,Large2,12.0646237,-1.203191577,0.457850931,-2.627911175,0.008591095,0.016554092
ENSRNOG00000006355,Akap8l,505.5361149,0.559475819,0.090167072,6.204879526,5.47E-10,1.88E-09
ENSRNOG00000006356,RGD1562229,1.398174483,2.121611853,1.445550727,1.467684124,0.142190045,0.213165119
ENSRNOG00000006357,Sgip1,3.281503436,0.081440732,1.005090752,0.081028237,0.935419496,0.955299035
ENSRNOG00000006359,Galk1,2530.964692,-0.094578347,0.069096949,-1.368777475,0.171068844,0.250875875
ENSRNOG00000006364,Dld,4556.814848,0.527526445,0.034348748,15.35795242,3.13E-53,3.38E-52
ENSRNOG00000006365,Asb15,363.7075399,0.074749118,0.111369151,0.671183337,0.502103743,0.608630365
ENSRNOG00000006367,Slc5a8,0.645063924,-2.076570965,2.901414836,-0.715709777,0.474170572,0.582194391
ENSRNOG00000006368,Lrrn3,8.511636198,-2.552850733,0.778806942,-3.277899305,0.001045827,0.002265513
ENSRNOG00000006369,Alg2,1609.999506,0.080274625,0.056112354,1.430605205,0.152543395,0.226755337
ENSRNOG00000006370,RGD1310852,357.7798292,-0.623523221,0.103218292,-6.040820932,1.53E-09,5.13E-09
ENSRNOG00000006375,Vdac1,8391.928587,-0.011311854,0.039324084,-0.287657156,0.773609189,0.841164632
ENSRNOG00000006378,Mga,1367.275267,0.129339491,0.218011204,0.593269927,0.553000521,0.655756846
ENSRNOG00000006380,Srsf6,6758.835165,-0.20913645,0.046458974,-4.501529677,6.75E-06,1.78E-05
ENSRNOG00000006384,Ddx58,125.8692247,1.359492893,0.158805863,8.560722307,1.12E-17,5.33E-17
ENSRNOG00000006388,Pygl,1698.42897,-0.68456997,0.050378751,-13.58846659,4.69E-42,4.16E-41
ENSRNOG00000006391,Smarcad1,1792.823972,0.209782503,0.072401768,2.897477637,0.003761766,0.007609165
ENSRNOG00000006392,Xrcc6,846.050991,-0.201716546,0.066104596,-3.051475346,0.002277197,0.004730325
ENSRNOG00000006393,Sirt6,1156.854047,-0.064077833,0.075408952,-0.849737742,0.39547091,0.503650504
ENSRNOG00000006394,Tbc1d10a,977.6031828,0.043080454,0.068750168,0.626623261,0.530906217,0.635371345
ENSRNOG00000006395,Tldc2,1.003570448,-0.659036407,1.619817568,-0.406858414,0.684111981,0.765916456
ENSRNOG00000006397,Chrm5,0.098120185,0,5.267904354,0,1,
ENSRNOG00000006398,Abcb5,0.18568804,-1.475565251,4.98411992,-0.29605332,0.767189362,
ENSRNOG00000006399,Synj2bp,2144.351179,0.307671074,0.047223149,6.515259533,7.26E-11,2.60E-10
ENSRNOG00000006400,Tbc1d14,1371.700903,0.775437764,0.056585349,13.70386104,9.63E-43,8.64E-42
ENSRNOG00000006403,Nectin1,1050.044112,-1.673101641,0.074998127,-22.30857915,3.05E-110,6.57E-109
ENSRNOG00000006410,Akap5,14.35863974,0.505444837,0.460568835,1.097436035,0.272450828,0.372831655
ENSRNOG00000006412,Zhx1,1021.879002,1.026355838,0.069438316,14.7808284,1.95E-49,1.97E-48
ENSRNOG00000006418,Samhd1,179.768849,1.051688062,0.105456972,9.972674592,2.01E-23,1.15E-22
ENSRNOG00000006419,Aven,730.6998455,-0.322759059,0.091362095,-3.532745798,0.000411268,0.00093089
ENSRNOG00000006420,Rbm38,393.0750481,-1.153372812,0.094849324,-12.16005302,5.07E-34,3.82E-33
ENSRNOG00000006426,Syt1,17.4445465,1.349088071,0.38530151,3.50138278,0.000462851,0.001042335
ENSRNOG00000006432,Trnt1,1442.553551,-0.091571231,0.058945328,-1.553494292,0.120305092,0.184203907
ENSRNOG00000006435,Tor1b,1725.43856,-0.711436162,0.063749407,-11.15988677,6.41E-29,4.23E-28
ENSRNOG00000006440,Ift27,417.3490921,-0.144553036,0.13175701,-1.097118371,0.272589651,0.372946398
ENSRNOG00000006441,Zbtb25,274.8086923,0.419962613,0.143082579,2.935106532,0.003334332,0.006798365
ENSRNOG00000006444,Fkbp4,4323.257962,-1.194219675,0.055539841,-21.50203625,1.49E-102,2.99E-101
ENSRNOG00000006450,Erbb2,1284.140393,0.313441535,0.058790785,5.331473883,9.74E-08,2.93E-07
ENSRNOG00000006459,AABR07041140.1,60.31141067,0.250087716,0.190919965,1.309908662,0.190226736,0.27507989
ENSRNOG00000006460,Amdhd2,810.4827693,-0.835181161,0.085447709,-9.774178472,1.45E-22,8.05E-22
ENSRNOG00000006462,Ero1a,3373.285603,1.252515974,0.050812433,24.64979336,3.70E-134,1.01E-132
ENSRNOG00000006466,unkown,102.662888,0.043986922,0.187590873,0.234483274,0.814609817,0.871645116
ENSRNOG00000006467,Eif2b2,3790.439709,0.273692878,0.054953347,4.980458768,6.34E-07,1.81E-06
ENSRNOG00000006469,Cdk2,620.2334418,-1.492373503,0.086132813,-17.32642246,2.97E-67,3.92E-66
ENSRNOG00000006470,Camk1g,99.71088328,-6.688444132,0.601956499,-11.11117521,1.11E-28,7.27E-28
ENSRNOG00000006471,unkown,0.22098572,0.336066353,4.75645289,0.070654826,0.943672474,
ENSRNOG00000006472,Hspa2,904.8701029,0.24920292,0.058087254,4.290148082,1.79E-05,4.55E-05
ENSRNOG00000006478,Gja10,0.190879306,-1.487684503,5.237354224,-0.28405268,0.77637001,
ENSRNOG00000006483,Heatr5a,4244.584463,-0.097667945,0.081146699,-1.203597262,0.228745278,0.322093789
ENSRNOG00000006485,Topors,1490.200479,-0.41559649,0.046358278,-8.964881994,3.11E-19,1.56E-18
ENSRNOG00000006487,Casp8ap2,1120.618174,-0.586639993,0.072479125,-8.093916581,5.78E-16,2.58E-15
ENSRNOG00000006490,Neo1,2890.698186,0.065725499,0.085561393,0.768167708,0.442387555,0.551322499
ENSRNOG00000006494,Tubg2,108.3664639,0.063990807,0.145319753,0.440344864,0.659687352,0.744827615
ENSRNOG00000006498,Lrrc69,1.903608475,2.807595984,1.243779088,2.257310813,0.02398866,0.043111663
ENSRNOG00000006499,Cops5,2872.44404,-0.099424474,0.061704747,-1.611293772,0.107115708,0.166356979
ENSRNOG00000006500,Snf8,2372.016246,0.186738054,0.084788083,2.202409198,0.027636417,0.049057795
ENSRNOG00000006503,Frmd3,0.495224231,-1.107258383,2.918246899,-0.379425875,0.704371639,0.783054798
ENSRNOG00000006505,Borcs5,203.6628915,0.094921412,0.129744976,0.731599902,0.464412808,0.57291703
ENSRNOG00000006508,Thnsl2,247.1479868,1.117896649,0.107840812,10.36617425,3.53E-25,2.13E-24
ENSRNOG00000006509,Srgap3,861.6247806,2.255921355,0.18164419,12.4194523,2.05E-35,1.59E-34
ENSRNOG00000006513,Borcs6,620.7091539,0.613741103,0.105273006,5.829995012,5.54E-09,1.80E-08
ENSRNOG00000006514,Vezt,1410.831167,-0.767804297,0.058113511,-13.21214781,7.47E-40,6.35E-39
ENSRNOG00000006515,Klhl15,132.2759925,-0.000455615,0.159517155,-0.002856215,0.997721073,1
ENSRNOG00000006519,Tmem107,550.0731808,-0.182802256,0.099010349,-1.846294432,0.064849466,0.106971087
ENSRNOG00000006523,Atl2,949.5949891,-0.609981831,0.054493262,-11.193711,4.38E-29,2.90E-28
ENSRNOG00000006526,Sema3c,8148.869239,-0.860021577,0.066229011,-12.98557176,1.48E-38,1.23E-37
ENSRNOG00000006527,Slc6a1,5.080678399,1.018369912,0.717152801,1.420018036,0.15560243,0.23072058
ENSRNOG00000006532,H3f3b,14249.49158,-0.237780503,0.052805373,-4.502960391,6.70E-06,1.77E-05
ENSRNOG00000006534,Crbn,794.836171,0.471798921,0.065748809,7.175779013,7.19E-13,2.83E-12
ENSRNOG00000006539,Pex16,537.1953461,0.697445312,0.093390314,7.468068996,8.14E-14,3.34E-13
ENSRNOG00000006541,Nup107,1295.171985,-1.415826009,0.061326965,-23.08651692,6.32E-118,1.46E-116
ENSRNOG00000006542,Atp6v0c,8419.528258,-0.393021433,0.072785836,-5.399696654,6.68E-08,2.02E-07
ENSRNOG00000006543,Bsnd,0.691435372,-1.496982788,2.598775632,-0.576033871,0.564592287,0.666073976
ENSRNOG00000006545,Septin7,14298.95934,0.00898554,0.031797429,0.282587013,0.777493437,0.84432448
ENSRNOG00000006548,Mrc2,4676.808691,-0.750977127,0.059937772,-12.52927989,5.16E-36,4.07E-35
ENSRNOG00000006549,Fndc9,1.128199104,0.359735677,1.834543565,0.196090016,0.844539711,0.893171106
ENSRNOG00000006551,Dcaf15,975.1055636,-1.776796326,0.084431502,-21.04423447,2.58E-98,4.91E-97
ENSRNOG00000006553,Bnc2,629.0937011,-0.513945377,0.099933363,-5.142880838,2.71E-07,7.91E-07
ENSRNOG00000006554,Fam149b1,955.9638831,0.1760392,0.056708649,3.104274253,0.001907464,0.004013224
ENSRNOG00000006557,Cyfip2,23.19656635,-1.243318322,0.427041374,-2.911470404,0.00359732,0.007303448
ENSRNOG00000006559,Akap8,1732.558351,-0.64364227,0.062378755,-10.318293,5.82E-25,3.47E-24
ENSRNOG00000006565,Fstl4,0.048149696,0,5.267904354,0,1,
ENSRNOG00000006569,Itgb8,195.8619412,0.21297153,0.233749655,0.911109494,0.362237685,0.46948732
ENSRNOG00000006570,Plekhg3,953.8100639,0.493489521,0.090912693,5.428169647,5.69E-08,1.74E-07
ENSRNOG00000006575,Ccdc96,41.29058523,0.225693041,0.262834975,0.85868725,0.390513087,0.498186518
ENSRNOG00000006576,Bms1,2093.13668,-0.217255836,0.054194189,-4.008840042,6.10E-05,0.000149304
ENSRNOG00000006578,Odf1,2.376208709,1.406804246,0.928270394,1.515511272,0.129642978,0.196805887
ENSRNOG00000006582,Aptx,494.8039929,-0.30349123,0.083689944,-3.626376313,0.000287426,0.000661655
ENSRNOG00000006583,Hpgds,0.04373204,-0.625717857,5.267904354,-0.118779274,0.905450229,
ENSRNOG00000006587,Setd3,2275.127491,0.363574144,0.04455759,8.159645628,3.36E-16,1.52E-15
ENSRNOG00000006588,Meox2,720.5564111,0.668045384,0.061414844,10.87758831,1.47E-27,9.41E-27
ENSRNOG00000006589,Mif,3408.566795,-1.237582916,0.083741597,-14.7785923,2.01E-49,2.04E-48
ENSRNOG00000006591,unkown,2.268496075,6.517537476,2.204481637,2.956494337,0.003111579,0.006369249
ENSRNOG00000006593,Grpel1,1530.198649,0.0578142,0.076323523,0.75748862,0.448757181,0.55702847
ENSRNOG00000006595,Htr3a,0.048149696,0,5.267904354,0,1,
ENSRNOG00000006599,RGD1559921,0.211354354,2.282947784,5.229052313,0.436589203,0.662409294,
ENSRNOG00000006600,Unk,519.4761444,-0.526696985,0.094120219,-5.596002567,2.19E-08,6.87E-08
ENSRNOG00000006604,Thy1,40511.56455,1.277710776,0.034977322,36.52969082,3.75E-292,3.04E-290
ENSRNOG00000006608,Tmem70,610.6723286,-0.441847825,0.085704343,-5.15548929,2.53E-07,7.41E-07
ENSRNOG00000006611,Nostrin,308.3002428,1.535501431,0.097153114,15.80496356,2.88E-56,3.26E-55
ENSRNOG00000006612,unkown,3247.645193,-0.103834624,0.04109859,-2.526476571,0.011521307,0.021731284
ENSRNOG00000006615,Mtap,2615.530258,-0.859420858,0.050793,-16.92006478,3.20E-64,4.03E-63
ENSRNOG00000006617,Cntnap2,4.570384278,-1.770125675,1.051252686,-1.683825115,0.092215472,0.146197171
ENSRNOG00000006619,Dnajc9,1365.677471,-1.27667346,0.087841336,-14.53385752,7.39E-48,7.27E-47
ENSRNOG00000006620,Xcr1,0.050895493,0,5.267904354,0,1,
ENSRNOG00000006622,Cry1,500.9686997,0.0112494,0.08635523,0.130268886,0.896353695,0.927844605
ENSRNOG00000006623,Cd302,228.388204,1.273916781,0.14042335,9.071972549,1.17E-19,5.93E-19
ENSRNOG00000006625,unkown,0.359757253,0.336068516,3.12255223,0.107626227,0.914292191,
ENSRNOG00000006628,Dusp16,194.0321076,-0.500850777,0.167327105,-2.99324355,0.002760294,0.005681346
ENSRNOG00000006631,Sema3e,1602.751455,2.297171841,0.086783628,26.47010611,2.14E-154,6.99E-153
ENSRNOG00000006632,Rps6ka3,4451.119126,0.630220565,0.056199643,11.21396024,3.48E-29,2.32E-28
ENSRNOG00000006636,Otud6b,1951.251562,-0.132071092,0.045253828,-2.918451298,0.003517748,0.007146563
ENSRNOG00000006639,Scn9a,1.376110484,0.33606951,1.959541353,0.171504168,0.863827353,0.906246253
ENSRNOG00000006641,Dbh,8.193485575,0.071562234,0.539835033,0.132563152,0.894538876,0.926566496
ENSRNOG00000006642,Yipf6,1416.639752,0.156519518,0.056171876,2.786439235,0.005329061,0.010559655
ENSRNOG00000006644,Kdm4c,755.4160634,0.359276806,0.059340058,6.054540819,1.41E-09,4.72E-09
ENSRNOG00000006645,unkown,63.96708038,-2.945366934,0.225933975,-13.03640556,7.60E-39,6.34E-38
ENSRNOG00000006646,Vopp1,3828.988437,-0.137925978,0.034949046,-3.946487698,7.93E-05,0.000192014
ENSRNOG00000006649,Thrb,4.588571577,1.337532922,0.859955761,1.555350848,0.119862533,0.183661921
ENSRNOG00000006652,Ddx1,6477.21241,-0.143833915,0.034524462,-4.166144964,3.10E-05,7.76E-05
ENSRNOG00000006653,Slc38a4,199.7720266,4.568577181,0.153269286,29.80751914,3.12E-195,1.41E-193
ENSRNOG00000006655,Plrg1,1639.06049,-0.281607205,0.053398865,-5.273655266,1.34E-07,3.98E-07
ENSRNOG00000006658,Tmem269,1.831305702,0.348832069,1.040545545,0.335239597,0.737444355,0.811458407
ENSRNOG00000006661,Rad51c,301.7312084,-1.671380633,0.107882614,-15.49258555,3.89E-54,4.25E-53
ENSRNOG00000006663,Usp2,229.3720464,0.101377421,0.121930339,0.831437209,0.405726686,0.514115168
ENSRNOG00000006670,Rai2,13.37384301,0.367080275,0.446188866,0.822701559,0.410677729,0.519330877
ENSRNOG00000006674,Rflnb,833.7417583,0.572736583,0.076231761,7.513096596,5.77E-14,2.39E-13
ENSRNOG00000006675,Fabp1,0.048149696,0,5.267904354,0,1,
ENSRNOG00000006681,Rdh10,176.1462124,0.388065651,0.111257389,3.487998902,0.00048665,0.001093424
ENSRNOG00000006684,Zfp317,293.8345963,0.366761394,0.125872834,2.913745423,0.00357121,0.007251227
ENSRNOG00000006689,Chd7,16.05734343,1.187988177,0.51278366,2.316743434,0.020517712,0.037254112
ENSRNOG00000006695,Rbck1,1913.300786,0.197360533,0.046137827,4.27762961,1.89E-05,4.81E-05
ENSRNOG00000006697,Pip4p2,2200.807029,-0.566073775,0.046693757,-12.12311479,7.97E-34,5.97E-33
ENSRNOG00000006698,Rab33a,11.3812545,-0.007344128,0.537688724,-0.013658698,0.989102275,0.994645853
ENSRNOG00000006699,Mlh3,543.2025636,0.156398002,0.082101022,1.904945864,0.056787109,0.094653635
ENSRNOG00000006700,Ntaq1,117.4016287,0.627255676,0.153762407,4.079382531,4.52E-05,0.000111692
ENSRNOG00000006703,Zfp398,125.0160949,0.436315358,0.189397404,2.303702945,0.021239324,0.038463295
ENSRNOG00000006705,Mkks,1334.579876,0.188002789,0.069892991,2.689866119,0.007148069,0.013949275
ENSRNOG00000006709,Pzp,10.07025662,-0.732587754,0.483888205,-1.513960759,0.130035792,0.197257775
ENSRNOG00000006711,Zfp212,335.8569507,-0.000101401,0.099358782,-0.001020558,0.999185712,1
ENSRNOG00000006715,unkown,17.5039628,-3.657932093,0.577399897,-6.335179673,2.37E-10,8.31E-10
ENSRNOG00000006717,Ankrd26,480.2357317,-0.705138138,0.103566669,-6.808543163,9.86E-12,3.69E-11
ENSRNOG00000006718,Rbm33,1202.092389,-0.304060536,0.167892765,-1.811040134,0.070134639,0.114799331
